,min_dist_HFFC6,min_dist_GM12878,quartile_cat_HFFC6,quartile_cat_GM12878
ENSG00000035403,1.945779,1.3647609,small,mid
ENSG00000163293,5.025574,4.2234697,small,mid
ENSG00000217801,2.187293,3.9998848,small,mid
ENSG00000108622,2.1887498,2.5923111,small,mid
ENSG00000198792,1.9165589,4.9815974,small,large
ENSG00000101188,1.6873394,7.8979664,small,large
ENSG00000124772,3.7577932,3.8798912,small,mid
ENSG00000125378,0.43004975,6.71351,small,large
ENSG00000116729,4.2521367,15.6975355,small,mid
ENSG00000173567,2.255727,4.3791447,small,mid
ENSG00000141449,0.49927688,10.8245945,small,large
ENSG00000188501,0.2861804,1.0721431,small,mid
ENSG00000104081,1.4922423,2.9143598,small,mid
ENSG00000137207,3.172435,2.2549622,small,mid
ENSG00000104998,1.2057072,2.1552732,small,mid
ENSG00000013364,1.0334694,1.0547707,small,mid
ENSG00000099377,0.2168188,2.015629,small,mid
ENSG00000170017,0.29364207,141.58714,small,mid
ENSG00000214944,3.9713693,7.4872065,small,mid
ENSG00000132000,1.1547153,1.4111619,small,mid
ENSG00000151067,0.90491605,7.8878083,small,mid
ENSG00000104219,0.82060134,50.451317,small,large
ENSG00000100003,1.3463669,2.8952894,small,mid
ENSG00000104903,1.109264,3.7455688,small,large
ENSG00000232807,1.3770442,3.8477414,small,mid
ENSG00000275638,0.8659075,4.0791893,small,large
ENSG00000100504,0.3909606,15.632946,small,large
ENSG00000218018,2.0847826,1.7662162,small,mid
ENSG00000164171,7.6814747,10.706799,small,mid
ENSG00000165507,0.7082426,2.4678168,small,mid
ENSG00000144031,0.49925578,4.342,small,mid
ENSG00000176749,0.6705362,1.9547497,small,mid
ENSG00000111186,0.40719247,3.445892,small,mid
ENSG00000124588,3.095359,2.2616525,small,mid
ENSG00000151348,2.2588668,2.2952347,small,mid
ENSG00000264070,1.4765936,1.8281053,small,mid
ENSG00000267787,1.6865474,1.5181341,small,mid
ENSG00000119986,0.61498564,2.0930731,small,mid
ENSG00000103740,1.1822107,1.1773527,small,mid
ENSG00000145284,3.5168247,11.837956,small,mid
ENSG00000084764,3.9982934,4.1974835,small,mid
ENSG00000157613,1.883736,1.6979346,small,mid
ENSG00000172380,2.5201783,7.3651247,small,mid
ENSG00000174099,1.7388923,9.733024,small,mid
ENSG00000026508,1.5025597,1.7488685,small,mid
ENSG00000197046,1.0919356,1.2678225,small,mid
ENSG00000114988,5.558133,4.7405305,small,mid
ENSG00000105088,1.3520671,1.4345974,small,mid
ENSG00000184068,0.4871191,2.6468234,small,mid
ENSG00000102935,1.8386575,1.8921438,small,mid
ENSG00000120896,2.019913,5.4032717,small,mid
ENSG00000171502,0.27087018,22.380013,small,mid
ENSG00000225648,2.2336,3.4854832,small,mid
ENSG00000175356,0.21694587,2.7510574,small,mid
ENSG00000188554,0.38701782,9.085511,small,large
ENSG00000118473,1.8134345,6.685793,small,mid
ENSG00000108771,0.5318378,2.210615,small,mid
ENSG00000166126,1.5126277,1.0433571,small,mid
ENSG00000115310,0.9072494,6.172946,small,mid
ENSG00000182963,0.8265593,8.656432,small,large
ENSG00000074660,1.499237,1.8372487,small,mid
ENSG00000163453,2.4400694,12.912387,small,mid
ENSG00000125398,0.3526974,1.7355275,small,mid
ENSG00000225349,1.8765883,2.3719192,small,mid
ENSG00000104368,3.1036117,4.581839,small,mid
ENSG00000131370,4.6526537,3.9115307,small,mid
ENSG00000176349,0.6808026,11.162964,small,mid
ENSG00000154175,4.6976986,15.128906,small,mid
ENSG00000225793,4.371266,6.3196936,small,mid
ENSG00000186111,0.70906365,2.3981445,small,mid
ENSG00000140859,1.4971117,9.469169,small,large
ENSG00000138641,2.1344879,12.375274,small,mid
ENSG00000147459,0.3673547,2.5431366,small,mid
ENSG00000139174,2.3983812,5.105131,small,mid
ENSG00000152284,0.30552378,11.668504,small,mid
ENSG00000074527,1.3130323,20.106594,small,large
ENSG00000149256,0.9238671,8.682771,small,large
ENSG00000198053,1.3876586,1.1740725,small,mid
ENSG00000137266,3.0788453,3.515456,small,mid
ENSG00000270194,6.294767,97.51029,small,mid
ENSG00000115594,1.480418,4.8083386,small,mid
ENSG00000048740,0.059210125,20.794418,small,large
ENSG00000163513,0.39884296,6.0926213,small,mid
ENSG00000162618,3.975276,12.932964,small,mid
ENSG00000133454,1.43247,1.9860122,small,mid
ENSG00000177303,2.0778446,1.5151219,small,mid
ENSG00000183963,2.2005122,5.5171175,small,large
ENSG00000173068,0.14725204,28.183577,small,mid
ENSG00000230969,0.7683546,1.105436,small,mid
ENSG00000170545,1.5831764,2.822355,small,mid
ENSG00000073712,0.30913273,2.268584,small,mid
ENSG00000231105,1.2636532,7.4139333,small,mid
ENSG00000072134,1.8988141,12.515721,small,large
ENSG00000222005,1.8077446,9.987066,small,mid
ENSG00000110436,0.9407108,3.1132832,small,mid
ENSG00000150281,1.9311552,2.5203261,small,mid
ENSG00000154027,2.2199595,12.718943,small,mid
ENSG00000142156,0.5766176,2.3586528,small,mid
ENSG00000251442,3.3940222,3.0626976,small,mid
ENSG00000157933,1.5085778,7.344694,small,mid
ENSG00000282556,1.5502601,1.6126934,small,mid
ENSG00000237356,0.47245416,4.451399,small,large
ENSG00000077782,0.5016585,9.436304,small,mid
ENSG00000261253,0.26196423,2.3930864,small,mid
ENSG00000165929,1.1215949,5.018494,small,large
ENSG00000168952,0.45441115,5.8336596,small,large
ENSG00000137269,2.2530777,4.854415,small,mid
ENSG00000109680,1.9003215,20.533075,small,mid
ENSG00000136205,1.4250581,15.666198,small,mid
ENSG00000137834,0.27759746,2.4815607,small,mid
ENSG00000257345,1.4224135,3.1024349,small,mid
ENSG00000124104,1.1370658,3.7192965,small,large
ENSG00000206634,3.1546721,8.657202,small,mid
ENSG00000280239,1.6308494,4.3404255,small,large
ENSG00000162599,5.198938,4.535944,small,mid
ENSG00000167995,0.60840124,1.4952879,small,mid
ENSG00000146197,4.235105,3.8747263,small,mid
ENSG00000186469,1.1067477,7.213405,small,large
ENSG00000175170,1.2651087,1.9039384,small,mid
ENSG00000087303,0.57585835,8.094201,small,large
ENSG00000127920,0.58256173,4.721726,small,mid
ENSG00000157578,1.5948219,40.09488,small,large
ENSG00000278941,1.8771664,1.5904095,small,mid
ENSG00000156535,3.6011295,7.2576985,small,mid
ENSG00000158089,3.2608635,6.5739856,small,mid
ENSG00000116675,2.7038639,5.47302,small,mid
ENSG00000124635,2.8176663,3.3934603,small,mid
ENSG00000237638,2.505394,5.1579876,small,mid
ENSG00000189045,0.13352048,9.461736,small,mid
ENSG00000062582,3.2875144,8.356565,small,mid
ENSG00000104695,1.888127,1.8709662,small,mid
ENSG00000136425,0.43787068,1.7786206,small,mid
ENSG00000272620,3.9766989,3.894591,small,mid
ENSG00000101150,1.6426369,1.4607009,small,mid
ENSG00000105711,0.657614,6.149604,small,large
ENSG00000244165,0.2680683,0.97199094,small,mid
ENSG00000237172,1.5025764,1.985272,small,mid
ENSG00000076067,1.996042,2.9242203,small,mid
ENSG00000125089,2.4011064,4.744737,small,mid
ENSG00000170899,0.563405,2.2000475,small,mid
ENSG00000108370,0.9876197,1.992224,small,mid
ENSG00000180481,0.6509226,1.7914914,small,mid
ENSG00000139200,1.084471,1.953648,small,mid
ENSG00000146592,0.43638742,2.5927649,small,mid
ENSG00000232453,0.17274123,5.8065243,small,mid
ENSG00000185532,0.488198,9.825694,small,large
ENSG00000236200,2.6786187,9.537446,small,mid
ENSG00000117245,1.2223425,4.188512,small,mid
ENSG00000279819,0.20258099,2.176127,small,mid
ENSG00000184305,3.692895,40.944588,small,mid
ENSG00000131242,1.0377629,1.1261927,small,mid
ENSG00000112655,0.51716727,5.239177,small,mid
ENSG00000273824,0.3714553,2.3446937,small,mid
ENSG00000284693,3.7926552,4.479928,small,mid
ENSG00000175352,1.4063556,3.9317124,small,mid
ENSG00000074657,1.5009154,5.0281887,small,large
ENSG00000245080,4.045725,4.3793287,small,mid
ENSG00000169855,5.8729067,23.03508,small,mid
ENSG00000157388,2.3559277,5.691439,small,mid
ENSG00000236935,2.082104,2.7025354,small,mid
ENSG00000241525,0.5443533,2.439494,small,mid
ENSG00000178150,1.1567962,1.4846146,small,mid
ENSG00000171812,3.5854065,4.624969,small,mid
ENSG00000274925,0.9948264,4.430938,small,large
ENSG00000255737,0.36412108,5.77253,small,mid
ENSG00000231793,2.2101285,2.0997937,small,mid
ENSG00000233264,3.7403746,4.083609,small,mid
ENSG00000185880,1.5601473,2.0276878,small,mid
ENSG00000104892,1.5593095,1.5004299,small,mid
ENSG00000061273,1.2156776,2.2210946,small,mid
ENSG00000174130,1.6701312,4.7684903,small,mid
ENSG00000225783,1.3819513,2.892104,small,mid
ENSG00000165731,0.49143425,2.6316552,small,mid
ENSG00000259146,1.4956726,1.5317392,small,mid
ENSG00000152527,5.8711147,5.387367,small,mid
ENSG00000139626,1.1888539,2.250075,small,mid
ENSG00000005884,1.7284197,1.8163682,small,mid
ENSG00000162614,3.2137432,8.741524,small,mid
ENSG00000164855,1.114074,3.734149,small,mid
ENSG00000166482,0.37831032,6.3236017,small,large
ENSG00000179406,0.7834171,14.868645,small,mid
ENSG00000181588,0.7882891,6.5341644,small,large
ENSG00000217527,2.9093575,3.66973,small,mid
ENSG00000157214,4.483491,5.926208,small,mid
ENSG00000086730,0.85753477,2.5468032,small,mid
ENSG00000158125,3.2107687,14.909084,small,mid
ENSG00000160255,0.54984564,3.088455,small,mid
ENSG00000154864,1.3302189,0.91430837,small,mid
ENSG00000204257,3.8482995,2.931212,small,mid
ENSG00000232295,1.3315909,8.506262,small,mid
ENSG00000197826,1.0603698,6.754486,small,mid
ENSG00000221102,1.544717,5.9023685,small,large
ENSG00000069869,0.30138388,15.377783,small,large
ENSG00000148484,1.1359413,6.266216,small,mid
ENSG00000151575,0.58398485,1.1136365,small,mid
ENSG00000266946,1.4460721,1.0040044,small,mid
ENSG00000259426,1.0317522,2.0982409,small,mid
ENSG00000184304,0.585391,4.1067524,small,large
ENSG00000147408,3.0326455,3.6414905,small,mid
ENSG00000133816,1.5204837,10.234011,small,large
ENSG00000177363,0.979182,4.0666265,small,mid
ENSG00000268573,1.9694111,11.750348,small,large
ENSG00000174306,0.3686668,3.6209288,small,large
ENSG00000258457,0.5801004,1.5829794,small,mid
ENSG00000260898,0.60107017,1.2517052,small,mid
ENSG00000159714,0.57866323,1.9657747,small,mid
ENSG00000163702,1.7669259,5.022069,small,mid
ENSG00000137936,3.9344997,4.2259693,small,mid
ENSG00000165521,0.42650485,7.9967666,small,large
ENSG00000130304,1.9282149,1.3096178,small,mid
ENSG00000214093,1.092671,1.3811313,small,mid
ENSG00000189129,2.4477367,4.067588,small,mid
ENSG00000204261,4.480596,2.4415739,small,mid
ENSG00000178922,4.3682995,9.759146,small,mid
ENSG00000223768,1.0873854,0.9533152,small,mid
ENSG00000229951,0.48387292,8.897175,small,mid
ENSG00000268001,1.4637829,1.7271112,small,mid
ENSG00000090339,0.43847415,1.3960365,small,mid
ENSG00000168878,4.3625507,4.5523005,small,mid
ENSG00000186866,1.0873854,0.9533152,small,mid
ENSG00000180448,0.7815841,2.6811476,small,mid
ENSG00000136573,2.1250594,5.354269,small,mid
ENSG00000105245,0.84835696,8.044338,small,large
ENSG00000207751,1.9642622,2.3945155,small,mid
ENSG00000073921,1.6210799,3.723752,small,mid
ENSG00000204264,5.0244718,2.4415739,small,mid
ENSG00000185022,0.71898866,4.24126,small,large
ENSG00000227051,0.44428283,4.451535,small,large
ENSG00000278896,0.33064422,3.0426166,small,mid
ENSG00000116285,3.263506,4.335888,small,mid
ENSG00000132386,0.7911454,6.5802293,small,large
ENSG00000140941,0.7873485,1.4368607,small,mid
ENSG00000174125,1.6701312,4.7684903,small,mid
ENSG00000002834,0.54369676,4.080208,small,large
ENSG00000223802,0.839073,6.699916,small,large
ENSG00000142192,0.56625444,2.4627047,small,mid
ENSG00000122707,4.2238317,4.6141567,small,mid
ENSG00000228727,0.5002831,3.5001168,small,mid
ENSG00000147570,1.9963126,3.6496942,small,mid
ENSG00000196781,0.9424798,7.559614,small,mid
ENSG00000246640,1.7284197,1.8163682,small,mid
ENSG00000241163,0.84280694,9.038114,small,mid
ENSG00000232284,2.8804045,7.600178,small,mid
ENSG00000120899,0.751725,3.631809,small,mid
ENSG00000167772,1.6755458,3.773369,small,large
ENSG00000178852,1.4965378,1.6679089,small,mid
ENSG00000151208,1.8005724,11.028871,small,large
ENSG00000153904,0.49226978,31.849878,small,mid
ENSG00000121440,2.13301,20.797417,small,mid
ENSG00000171766,1.4768656,1.2641577,small,mid
ENSG00000028277,1.6046427,2.3218558,small,mid
ENSG00000196526,2.9663293,7.4604564,small,mid
ENSG00000156113,0.8195597,6.273034,small,mid
ENSG00000162522,0.6547035,7.4852386,small,mid
ENSG00000272259,0.43766892,1.3976245,small,mid
ENSG00000272463,0.38267553,2.341146,small,mid
ENSG00000074219,1.3220415,7.071162,small,large
ENSG00000136928,0.95768464,13.583261,small,mid
ENSG00000185340,0.8094534,2.2077258,small,mid
ENSG00000105483,1.4637829,1.7271112,small,mid
ENSG00000138814,1.6362575,12.267795,small,mid
ENSG00000105011,1.8143973,1.5815762,small,mid
ENSG00000236130,1.6395767,2.896444,small,mid
ENSG00000242114,1.793241,1.574815,small,mid
ENSG00000221968,2.2720861,3.436878,small,mid
ENSG00000099840,1.8482975,1.2868935,small,mid
ENSG00000008323,1.6588161,3.6054127,small,mid
ENSG00000240065,4.480596,2.4415739,small,mid
ENSG00000253837,2.2164629,9.688382,small,mid
ENSG00000235672,0.85782886,2.3516052,small,mid
ENSG00000164951,3.38586,6.5971127,small,mid
ENSG00000168615,0.33193743,2.1755517,small,mid
ENSG00000277232,1.9038188,1.5722189,small,mid
ENSG00000255197,0.74148005,2.5232236,small,mid
ENSG00000224464,7.401953,3.7223675,small,mid
ENSG00000034152,1.5607538,3.9995685,small,large
ENSG00000139926,0.21273012,19.62152,small,large
ENSG00000110042,0.63944584,2.931492,small,mid
ENSG00000166920,1.2034733,2.5672936,small,mid
ENSG00000130038,1.2195425,5.8672714,small,mid
ENSG00000156011,1.1829102,27.435066,small,large
ENSG00000017427,0.61365056,3.1301384,small,mid
ENSG00000013375,2.4786162,5.8071804,small,mid
ENSG00000156711,0.845617,4.0850606,small,mid
ENSG00000213928,0.76101476,1.0948399,small,mid
ENSG00000132561,1.7516067,7.139465,small,mid
ENSG00000240823,1.0895615,1.9559289,small,mid
ENSG00000172927,0.8534815,4.1171684,small,mid
ENSG00000128918,1.4437685,4.3110795,small,large
ENSG00000153558,4.973219,18.260418,small,mid
ENSG00000111305,1.5573037,16.415451,small,large
ENSG00000099822,1.4049766,2.7729068,small,mid
ENSG00000149948,1.1668236,12.3406,small,mid
ENSG00000173838,0.8638182,15.254314,small,large
ENSG00000142875,2.895271,24.5447,small,mid
ENSG00000171150,1.8077446,9.987066,small,mid
ENSG00000213842,3.6752555,8.390254,small,mid
ENSG00000139324,0.38947156,6.778805,small,mid
ENSG00000057704,0.3077441,2.056967,small,mid
ENSG00000168575,3.1224701,13.057093,small,large
ENSG00000136449,0.47649217,1.4523207,small,mid
ENSG00000138311,1.3972288,14.467175,small,large
ENSG00000007866,4.0107403,6.8122625,small,mid
ENSG00000153814,3.972741,6.50996,small,mid
ENSG00000124942,1.8768921,1.9270674,small,mid
ENSG00000265692,0.46010494,1.7655501,small,mid
ENSG00000279748,0.30125368,0.9083179,small,mid
ENSG00000188215,1.8417445,2.9481437,small,mid
ENSG00000257913,0.32462424,2.0758588,small,mid
ENSG00000197296,0.44533023,1.9725212,small,mid
ENSG00000066032,3.847893,39.820744,small,mid
ENSG00000259735,1.2802131,1.6907083,small,mid
ENSG00000185483,0.20570563,15.9688015,small,mid
ENSG00000169752,0.22064847,1.1990038,small,mid
ENSG00000235609,0.9475288,6.816356,small,large
ENSG00000164237,6.219548,8.417941,small,mid
ENSG00000185924,0.4898804,1.9221667,small,mid
ENSG00000137393,0.5145156,3.733831,small,mid
ENSG00000011566,2.2392085,8.172352,small,mid
ENSG00000152990,0.24724089,81.282326,small,mid
ENSG00000140481,0.2944129,7.956286,small,large
ENSG00000172346,2.191738,6.202843,small,large
ENSG00000151693,0.74427223,7.024502,small,mid
ENSG00000156127,0.32947755,1.7631829,small,mid
ENSG00000230107,0.3891424,2.3979146,small,mid
ENSG00000108551,0.6669824,2.8492694,small,mid
ENSG00000198342,0.33546793,6.5704885,small,large
ENSG00000182179,4.7506094,5.0781355,small,mid
ENSG00000111664,2.3938444,3.1371274,small,mid
ENSG00000111110,1.456666,21.0084,small,large
ENSG00000101335,0.33651552,5.423455,small,large
ENSG00000280388,2.2241087,3.4536757,small,mid
ENSG00000230709,0.8309705,1.1143291,small,mid
ENSG00000180891,1.5344318,2.37083,small,mid
ENSG00000133424,0.861847,1.0850891,small,mid
ENSG00000260601,1.363759,4.2406173,small,large
ENSG00000257242,0.76456827,3.198043,small,mid
ENSG00000231312,1.9239959,8.339118,small,mid
ENSG00000124140,1.1319748,1.3724453,small,mid
ENSG00000071282,1.3847603,6.107977,small,mid
ENSG00000130590,1.0800552,1.684371,small,mid
ENSG00000162390,1.8484812,12.415956,small,mid
ENSG00000160050,4.6831493,3.8636496,small,mid
ENSG00000146648,1.7189837,10.042597,small,mid
ENSG00000162510,0.43594778,4.655823,small,mid
ENSG00000119699,1.3228979,1.4902453,small,mid
ENSG00000135362,0.99009496,3.6149833,small,mid
ENSG00000134343,1.2511784,10.338418,small,large
ENSG00000165912,0.49184433,4.1993217,small,mid
ENSG00000197712,1.6560128,4.8202405,small,mid
ENSG00000276718,0.54398286,2.4956067,small,mid
ENSG00000273243,1.3406147,2.7398272,small,mid
ENSG00000265148,2.0960221,3.112226,small,mid
ENSG00000130513,0.5407482,4.776496,small,large
ENSG00000144712,6.2347536,6.294382,small,mid
