,min_dist_GM12878,min_dist_H1ESC,quartile_cat_GM12878,quartile_cat_H1ESC
ENSG00000166411,1.7786206,0.4118373,mid,small
ENSG00000183655,11.585196,0.57564586,large,small
ENSG00000189045,9.461736,2.6825516,mid,small
ENSG00000144596,10.692814,1.7011175,mid,small
ENSG00000188501,1.0721431,0.44000375,mid,small
ENSG00000138722,6.092323,0.9415414,mid,small
ENSG00000111752,7.3730516,0.50321674,mid,small
ENSG00000162374,4.004927,3.612401,mid,small
ENSG00000150347,3.169561,1.2060112,mid,small
ENSG00000124772,3.8798912,2.582324,mid,small
ENSG00000116661,5.1634974,1.9328154,mid,small
ENSG00000213928,1.0948399,0.539333,mid,small
ENSG00000072071,4.2355247,0.6082976,large,small
ENSG00000166848,1.6088758,0.7984767,mid,small
ENSG00000166401,0.9107371,0.7245488,mid,small
ENSG00000106069,9.857968,2.8312757,mid,small
ENSG00000085733,5.529319,0.21783836,mid,small
ENSG00000063180,0.974295,0.5981742,mid,small
ENSG00000138101,5.172398,2.6298342,mid,small
ENSG00000129951,6.702248,0.38997912,large,small
ENSG00000107854,9.183132,1.7587663,large,small
ENSG00000164708,2.9991403,2.7544641,mid,small
ENSG00000130584,5.400769,0.7127969,large,small
ENSG00000279489,3.3830204,3.2544515,mid,small
ENSG00000005108,32.108727,0.58353716,mid,small
ENSG00000241832,1.1692997,0.9456453,mid,small
ENSG00000123329,3.425191,1.9920844,mid,small
ENSG00000185347,1.038024,0.3423344,mid,small
ENSG00000133703,2.3287928,2.3068066,mid,small
ENSG00000231205,1.8179235,0.019144539,mid,small
ENSG00000142347,2.5980978,0.30673793,mid,small
ENSG00000267055,5.1628547,2.732397,mid,small
ENSG00000259153,2.2421868,0.74595225,mid,small
ENSG00000198780,13.168188,0.34705588,mid,small
ENSG00000124171,5.150925,0.6193617,large,small
ENSG00000204611,1.8083932,0.42565635,mid,small
ENSG00000072864,1.5353267,0.26331842,mid,small
ENSG00000131899,4.8916054,0.6954837,large,small
ENSG00000067141,6.2962737,0.3913263,large,small
ENSG00000172818,2.227025,1.1714841,mid,small
ENSG00000104313,8.353839,2.0655115,mid,small
ENSG00000229848,1.4011787,0.61948526,mid,small
ENSG00000176490,5.238159,0.6588388,large,small
ENSG00000039068,2.039745,0.23784412,mid,small
ENSG00000138760,8.47325,0.26644266,mid,small
ENSG00000271978,3.5883913,2.0737307,mid,small
ENSG00000070371,13.913616,0.9814672,large,small
ENSG00000196411,7.327772,0.5472995,mid,small
ENSG00000078295,45.01057,0.2192664,mid,small
ENSG00000198722,10.442308,0.24479328,mid,small
ENSG00000141968,2.041838,0.7949396,mid,small
ENSG00000250421,13.6719265,2.1063662,mid,small
ENSG00000224846,3.8742197,0.87016076,mid,small
ENSG00000110047,1.559432,1.0617901,mid,small
ENSG00000162105,19.140303,0.8538308,large,small
ENSG00000255794,3.674264,0.70163447,mid,small
ENSG00000162620,35.991516,2.8577008,mid,small
ENSG00000130038,5.8672714,2.1981313,mid,small
ENSG00000167216,1.4518237,0.2925597,mid,small
ENSG00000268650,1.3202366,0.43318895,mid,small
ENSG00000185737,14.67188,1.6499661,large,small
ENSG00000139946,13.712061,0.3248166,large,small
ENSG00000052344,2.2676778,0.20079157,mid,small
ENSG00000174516,2.7501986,0.5317314,mid,small
ENSG00000180448,2.6811476,0.4773498,mid,small
ENSG00000196218,7.848329,0.3268043,large,small
ENSG00000228010,8.789346,0.7831757,mid,small
ENSG00000105655,2.5824516,0.4398037,mid,small
ENSG00000068028,4.499262,4.2377443,mid,small
ENSG00000225761,2.0815098,0.28414458,mid,small
ENSG00000154229,9.727615,0.6824833,large,small
ENSG00000072832,13.9877205,1.733617,mid,small
ENSG00000003147,10.717846,2.2469547,mid,small
ENSG00000154319,3.742038,2.694176,mid,small
ENSG00000253361,15.18239,0.9363308,large,small
ENSG00000147852,4.143285,1.2927613,mid,small
ENSG00000079215,15.885604,1.3955518,mid,small
ENSG00000185483,15.9688015,0.7068803,mid,small
ENSG00000146700,8.059171,0.8911444,mid,small
ENSG00000166888,2.0975213,1.6972729,mid,small
ENSG00000171466,4.5513988,0.25194988,large,small
ENSG00000158125,14.909084,1.0071609,mid,small
ENSG00000035403,1.3647609,1.5379452,mid,small
ENSG00000172543,2.949551,0.70573664,mid,small
ENSG00000177425,5.3083386,0.3647581,mid,small
ENSG00000171119,3.3612225,0.2149883,large,small
ENSG00000154027,12.718943,1.9517566,mid,small
ENSG00000158296,1.6911607,0.37075466,mid,small
ENSG00000213799,12.455669,0.25456673,large,small
ENSG00000154864,0.91430837,0.9590939,mid,small
ENSG00000170542,3.952475,0.29263574,mid,small
ENSG00000056487,8.023728,0.6018664,large,small
ENSG00000169764,4.4748225,1.183539,mid,small
ENSG00000260793,2.333373,1.0348275,mid,small
ENSG00000152208,16.177683,0.031004705,mid,small
ENSG00000181585,4.2026505,0.28387934,mid,small
ENSG00000225420,13.6518135,3.1215646,mid,small
ENSG00000050820,5.579579,0.8154547,large,small
ENSG00000262001,1.4900681,0.8837788,mid,small
ENSG00000218018,1.7662162,0.7026917,mid,small
ENSG00000128849,7.9536953,0.28462714,large,small
ENSG00000179761,1.8918159,0.95495796,mid,small
ENSG00000198346,7.941243,0.26410592,large,small
ENSG00000013364,1.0547707,0.38217345,mid,small
ENSG00000164181,19.145742,0.18424082,mid,small
ENSG00000144749,4.049139,0.8610246,mid,small
ENSG00000120896,5.4032717,0.88098997,mid,small
ENSG00000133026,10.132678,0.36151078,large,small
ENSG00000087237,2.5766654,0.799633,mid,small
ENSG00000111664,3.1371274,2.3240833,mid,small
ENSG00000065717,5.3172593,0.34776562,large,small
ENSG00000138670,19.81177,0.23061664,mid,small
ENSG00000141401,1.0304939,0.4947782,mid,small
ENSG00000077150,1.6905153,0.8251899,mid,small
ENSG00000157933,7.344694,1.1306186,mid,small
ENSG00000164543,3.501864,0.32375687,mid,small
ENSG00000185052,3.6005988,0.9359107,large,small
ENSG00000061337,12.083396,2.4182022,mid,small
ENSG00000147434,2.121657,2.1806736,mid,small
ENSG00000035664,2.4244473,1.0225241,mid,small
ENSG00000235531,3.6377606,0.5255583,mid,small
ENSG00000125089,4.744737,1.9550166,mid,small
ENSG00000155269,5.168403,3.5933564,mid,small
ENSG00000124788,2.7197864,0.5563059,mid,small
ENSG00000264164,5.5266633,0.7228783,large,small
ENSG00000182963,8.656432,0.8601258,large,small
ENSG00000254910,2.7629366,1.0072944,mid,small
ENSG00000257150,7.299249,2.542988,mid,small
ENSG00000108405,2.068784,0.85567915,mid,small
ENSG00000131323,2.2948558,0.7261703,mid,small
ENSG00000185942,13.7134285,1.2787766,large,small
ENSG00000035862,10.020646,0.6871814,large,small
ENSG00000146267,5.4374123,0.19569978,mid,small
ENSG00000272620,3.894591,4.1111264,mid,small
ENSG00000149054,17.84124,0.2350766,large,small
ENSG00000116544,10.632468,1.9139633,mid,small
ENSG00000166123,2.5066357,0.94888616,mid,small
ENSG00000069702,7.6886096,2.8142169,mid,small
ENSG00000152284,11.668504,0.32450053,mid,small
ENSG00000140470,1.5742371,0.59534866,mid,small
ENSG00000168071,2.7025354,1.0569749,mid,small
ENSG00000077616,7.345209,0.2015585,large,small
ENSG00000130208,4.342861,0.52164197,large,small
ENSG00000262246,3.9459906,0.37112918,large,small
ENSG00000138190,1.7737045,1.8287492,mid,small
ENSG00000196781,7.559614,2.7180567,mid,small
ENSG00000170293,13.261574,0.7352766,mid,small
ENSG00000236935,2.7025354,1.0569749,mid,small
ENSG00000104635,2.4804108,1.8252301,mid,small
ENSG00000137177,17.034342,0.22893676,large,small
ENSG00000248587,8.650616,8.604123,mid,small
ENSG00000136040,5.6304913,2.3857284,mid,small
ENSG00000103742,3.8290143,0.7734844,large,small
ENSG00000102935,1.8921438,0.28191474,mid,small
ENSG00000258602,1.2340482,0.49606708,mid,small
ENSG00000104112,8.94031,0.32920688,large,small
ENSG00000196724,9.778751,0.34506622,large,small
ENSG00000050165,8.858669,0.72400093,large,small
ENSG00000173068,28.183577,0.029134894,mid,small
ENSG00000171984,2.9717872,0.21364783,mid,small
ENSG00000083307,2.3372297,0.21949558,mid,small
ENSG00000147596,3.9309084,0.30945665,mid,small
ENSG00000173567,4.3791447,1.9324641,mid,small
ENSG00000088002,8.157335,0.7464312,large,small
ENSG00000164855,3.734149,0.7754343,mid,small
ENSG00000141447,9.89534,0.31387648,large,small
ENSG00000124092,7.5842347,1.0116044,large,small
ENSG00000169814,8.611703,2.541957,mid,small
ENSG00000186094,4.004927,3.612401,mid,small
ENSG00000164742,16.340527,1.1016247,mid,small
ENSG00000124203,9.643087,0.3008913,large,small
ENSG00000124104,3.7192965,0.34611556,large,small
ENSG00000117245,4.188512,1.8837836,mid,small
ENSG00000175274,2.2270691,0.79608065,mid,small
ENSG00000257913,2.0758588,0.5569442,mid,small
ENSG00000134042,0.92265147,0.94185835,mid,small
ENSG00000011028,4.838825,0.56450033,large,small
ENSG00000168078,7.446536,0.22885105,mid,small
ENSG00000151575,1.1136365,0.3508583,mid,small
ENSG00000188818,7.7056756,3.2970407,mid,small
ENSG00000105641,2.0078256,0.4735152,mid,small
ENSG00000018869,1.9654614,0.7838062,mid,small
ENSG00000157557,1.2604132,0.359202,mid,small
ENSG00000243244,13.128963,3.3835647,mid,small
ENSG00000257337,1.9933567,1.2876465,mid,small
ENSG00000273274,5.5479455,0.32422647,mid,small
ENSG00000130881,2.3470993,0.49738723,mid,small
ENSG00000079337,3.9972525,1.0846378,mid,small
ENSG00000267454,1.9654614,0.7838062,mid,small
ENSG00000130702,6.7498317,0.031570405,large,small
ENSG00000111886,7.6445007,1.9640079,mid,small
ENSG00000155849,10.207082,0.5084752,mid,small
ENSG00000229931,2.7197864,0.62723887,mid,small
ENSG00000011590,3.4416704,0.6394193,large,small
ENSG00000124721,4.410328,2.6060529,mid,small
ENSG00000175262,4.51527,0.41714686,mid,small
ENSG00000153904,31.849878,0.6563249,mid,small
ENSG00000274750,3.2524152,1.2639515,mid,small
ENSG00000186827,3.7079852,2.5335958,mid,small
ENSG00000101188,7.8979664,0.32298717,large,small
ENSG00000154059,2.6846402,0.4270905,mid,small
ENSG00000054690,3.544766,0.66472644,large,small
ENSG00000163032,10.4332285,1.1574785,mid,small
ENSG00000226332,2.4938657,0.15819433,mid,small
ENSG00000124145,5.74757,0.78051263,large,small
ENSG00000181885,6.3982134,0.8524378,large,small
ENSG00000149948,12.3406,0.19265482,mid,small
ENSG00000074657,5.0281887,0.43464386,large,small
ENSG00000136425,1.7786206,0.4118373,mid,small
ENSG00000143797,5.4169784,4.7665386,mid,small
ENSG00000248995,17.432058,2.546823,large,small
ENSG00000172819,5.2448606,0.44845,mid,small
ENSG00000157227,1.355045,0.94005346,mid,small
ENSG00000109501,2.7069657,0.44437397,mid,small
ENSG00000266913,2.5600922,0.43673164,mid,small
ENSG00000054793,8.728855,0.29886296,large,small
ENSG00000112343,6.7264724,0.25040448,mid,small
ENSG00000060749,2.9222674,0.543243,mid,small
ENSG00000267519,1.4250426,0.40742788,mid,small
ENSG00000235530,3.1928086,0.35032,mid,small
ENSG00000204257,2.931212,1.4112635,mid,small
ENSG00000124942,1.9270674,0.17478453,mid,small
ENSG00000214944,7.4872065,7.6169863,mid,small
ENSG00000198795,6.0642424,0.02772172,large,small
ENSG00000130768,4.6730747,0.15973902,mid,small
ENSG00000147459,2.5431366,0.31648952,mid,small
ENSG00000197077,4.3390703,0.7042831,large,small
ENSG00000272463,2.341146,2.2791965,mid,small
ENSG00000167608,1.9716405,0.25230795,mid,small
ENSG00000280211,6.6931257,0.5929369,large,small
ENSG00000092345,14.028608,0.13756229,mid,small
ENSG00000132561,7.139465,0.36613163,mid,small
ENSG00000128394,3.7438157,0.30471763,large,small
ENSG00000084764,4.1974835,4.2685184,mid,small
ENSG00000260565,1.1523883,0.20626949,mid,small
ENSG00000275832,4.5091853,0.19046223,large,small
ENSG00000205334,5.2289844,5.5972137,mid,small
ENSG00000180479,1.0022659,0.38886216,mid,small
ENSG00000160200,1.5205445,0.12603271,mid,small
ENSG00000126246,1.5652435,0.60241485,mid,small
ENSG00000273079,8.961987,0.7324772,mid,small
ENSG00000179299,4.122059,0.042081036,mid,small
ENSG00000152990,81.282326,0.04013996,mid,small
ENSG00000131941,4.300431,0.2900956,large,small
ENSG00000100503,1.2171477,0.3443272,mid,small
ENSG00000020577,2.0383263,0.32705277,mid,small
ENSG00000124613,12.446376,2.5371957,mid,small
ENSG00000106366,4.327984,2.2246523,mid,small
ENSG00000153066,1.0360761,0.23158318,mid,small
ENSG00000138336,1.3643951,0.39049792,mid,small
ENSG00000251271,2.9416816,2.4710643,mid,small
ENSG00000159374,7.3202295,4.451627,mid,small
ENSG00000105397,1.6730652,0.33738464,mid,small
ENSG00000137478,2.3563797,0.22359914,mid,small
ENSG00000048740,20.794418,1.8529814,large,small
ENSG00000078114,3.063859,0.27186814,mid,small
ENSG00000137393,3.733831,0.27092016,mid,small
ENSG00000134709,12.365989,0.87331796,mid,small
ENSG00000267169,1.5815762,0.21015663,mid,small
ENSG00000142798,7.1811066,0.2190545,mid,small
ENSG00000175471,18.522017,0.4605312,mid,small
ENSG00000157833,6.003307,3.2862616,mid,small
ENSG00000273824,2.3446937,0.19234255,mid,small
ENSG00000137831,9.406624,0.38946626,large,small
ENSG00000070019,7.07719,0.25263166,mid,small
ENSG00000138623,1.1121341,0.3857682,mid,small
ENSG00000105877,6.4899745,1.6021605,mid,small
ENSG00000114378,4.0141172,4.2897573,mid,small
ENSG00000171234,4.3561406,0.85202044,mid,small
ENSG00000157542,0.888077,0.9766577,mid,small
ENSG00000145623,10.431458,4.937218,mid,small
ENSG00000278107,2.2948186,0.48515025,mid,small
ENSG00000236404,4.6276283,1.4588246,mid,small
ENSG00000165507,2.4678168,0.8296615,mid,small
ENSG00000099625,2.0926125,0.722545,mid,small
ENSG00000204991,1.0902286,0.7287551,mid,small
ENSG00000131370,3.9115307,3.473624,mid,small
ENSG00000174125,4.7684903,1.3145846,mid,small
ENSG00000175183,17.50244,1.56422,large,small
ENSG00000110108,1.8792323,0.41012764,mid,small
ENSG00000116285,4.335888,1.1948892,mid,small
ENSG00000162522,7.4852386,0.3364151,mid,small
ENSG00000162437,13.419669,0.26742294,mid,small
ENSG00000105137,2.3604946,0.4649418,mid,small
ENSG00000100626,2.1239982,0.63346803,mid,small
ENSG00000103740,1.1773527,0.9496346,mid,small
ENSG00000104892,1.5004299,0.19678007,mid,small
ENSG00000170703,3.252713,0.7713939,mid,small
ENSG00000141198,15.820173,0.15865527,large,small
ENSG00000064763,3.5854526,0.18807696,mid,small
ENSG00000174130,4.7684903,1.3145846,mid,small
ENSG00000234261,6.679071,0.37376484,mid,small
ENSG00000186088,5.306723,0.56379277,mid,small
ENSG00000239713,4.3003554,0.6305292,large,small
ENSG00000176485,5.5808516,0.7404396,mid,small
ENSG00000142089,1.5793492,0.93782204,mid,small
ENSG00000128965,4.0269613,0.21493226,large,small
ENSG00000128045,4.4151106,2.7470834,mid,small
ENSG00000142192,2.4627047,0.14612919,mid,small
ENSG00000197283,2.436298,1.1388602,mid,small
ENSG00000253649,2.9912047,0.21916287,mid,small
ENSG00000241525,2.439494,0.37270796,mid,small
ENSG00000054967,1.7971852,0.7372339,mid,small
ENSG00000206557,9.794207,1.2397585,mid,small
ENSG00000230107,2.3979146,1.0307038,mid,small
ENSG00000169862,30.072971,1.8046403,mid,small
ENSG00000028277,2.3218558,0.4341698,mid,small
ENSG00000122707,4.6141567,0.3431469,mid,small
ENSG00000147601,3.4673257,0.24459194,mid,small
ENSG00000170190,3.7417054,0.47068223,large,small
ENSG00000079393,2.916637,0.48008636,mid,small
ENSG00000119888,4.0767694,0.99219894,mid,small
ENSG00000120594,8.332487,0.4980928,large,small
ENSG00000101082,3.2482917,0.3271633,mid,small
ENSG00000165821,5.2222595,0.21469131,large,small
ENSG00000160201,2.7750475,0.04229706,mid,small
ENSG00000137841,2.6147962,0.7905767,mid,small
ENSG00000172346,6.202843,0.8483032,large,small
ENSG00000254004,2.3934011,0.036257055,mid,small
ENSG00000129538,1.3762479,0.33291915,mid,small
ENSG00000186868,9.23951,0.5872297,large,small
ENSG00000172554,29.348614,0.18416575,mid,small
ENSG00000154639,15.748567,0.3148617,large,small
ENSG00000124243,2.4772332,0.633898,mid,small
ENSG00000134769,24.08619,0.16758735,large,small
ENSG00000073712,2.268584,0.63638365,mid,small
ENSG00000108797,3.9478302,0.5172597,large,small
ENSG00000180304,2.9402664,0.9671936,mid,small
ENSG00000205744,1.3031844,0.69904155,mid,small
ENSG00000084444,13.288068,1.8460953,large,small
ENSG00000101335,5.423455,0.6469002,large,small
ENSG00000101384,3.4635806,0.26738933,mid,small
ENSG00000185262,1.677894,0.32563782,mid,small
ENSG00000100242,6.8991246,0.37533692,large,small
ENSG00000088305,4.3303666,0.6845174,large,small
ENSG00000113319,16.903042,6.658879,mid,small
ENSG00000139899,2.3596165,0.56851965,mid,small
ENSG00000164418,9.566902,1.6099468,mid,small
ENSG00000073008,3.7302854,0.52669823,large,small
ENSG00000099284,11.867953,0.28083134,large,small
ENSG00000148948,20.12935,0.7620043,large,small
ENSG00000223547,2.8244123,0.6255505,mid,small
ENSG00000276718,2.4956067,0.3520155,mid,small
ENSG00000129159,2.1705391,0.2822719,mid,small
ENSG00000163618,30.192886,0.8812738,mid,small
ENSG00000183578,6.149181,1.0243306,large,small
ENSG00000112655,5.239177,0.4958226,mid,small
ENSG00000171877,6.129202,0.5299518,large,small
