,min_dist_HFFC6,min_dist_GM12878,quartile_cat_HFFC6,quartile_cat_GM12878
ENSG00000187775,4.1935387,13.42399,mid,large
ENSG00000156011,1.1829102,27.435066,small,large
ENSG00000164930,6.6367555,89.07078,mid,large
ENSG00000175183,3.29041,17.50244,mid,large
ENSG00000108854,3.4980314,4.2860036,mid,large
ENSG00000104059,3.9312897,28.673073,mid,large
ENSG00000237499,63.698032,107.642166,mid,large
ENSG00000128918,1.4437685,4.3110795,small,large
ENSG00000151276,7.9163256,184.60757,mid,large
ENSG00000100196,4.0900397,9.006008,mid,large
ENSG00000111305,1.5573037,16.415451,small,large
ENSG00000074706,63.698032,107.642166,mid,large
ENSG00000173838,0.8638182,15.254314,small,large
ENSG00000168676,4.2919607,4.1723566,mid,large
ENSG00000060558,3.8494034,3.9347513,mid,large
ENSG00000234147,63.698032,107.642166,mid,large
ENSG00000135604,63.698032,107.642166,mid,large
ENSG00000168575,3.1224701,13.057093,small,large
ENSG00000134030,5.970645,13.333807,mid,large
ENSG00000080573,2.1087546,4.912572,mid,large
ENSG00000135678,6.031684,16.842958,mid,large
ENSG00000138311,1.3972288,14.467175,small,large
ENSG00000236829,5.854397,5.87716,mid,large
ENSG00000118515,63.698032,107.642166,mid,large
ENSG00000260517,5.543224,3.703151,mid,large
ENSG00000235609,0.9475288,6.816356,small,large
ENSG00000140481,0.2944129,7.956286,small,large
ENSG00000172346,2.191738,6.202843,small,large
ENSG00000092758,2.591104,4.9532,mid,large
ENSG00000198342,0.33546793,6.5704885,small,large
ENSG00000111110,1.456666,21.0084,small,large
ENSG00000101335,0.33651552,5.423455,small,large
ENSG00000164929,5.78924,89.07078,mid,large
ENSG00000170909,2.23421,9.01387,mid,large
ENSG00000149260,3.447718,6.9699965,mid,large
ENSG00000081923,2.854924,6.6349425,mid,large
ENSG00000279361,3.544181,5.433022,mid,large
ENSG00000118503,63.698032,107.642166,mid,large
ENSG00000260601,1.363759,4.2406173,small,large
ENSG00000226800,4.4374514,4.2447543,mid,large
ENSG00000138193,9.401615,13.140262,mid,large
ENSG00000134343,1.2511784,10.338418,small,large
ENSG00000235142,63.698032,107.642166,mid,large
ENSG00000230943,63.698032,107.642166,mid,large
ENSG00000179954,2.015373,6.204908,mid,large
ENSG00000233452,63.698032,107.642166,mid,large
ENSG00000226450,4.9498577,5.2483754,mid,large
ENSG00000134153,4.0121074,4.2675066,mid,large
ENSG00000130513,0.5407482,4.776496,small,large
