region_id,gene_id,enh_id,hffc6_avg_dist
chr11:115615827-117655673,ENSG00000168092,chr11:116861384-116861834,12.826876640319824
chr11:115615827-117655673,ENSG00000186318,chr11:117224214-117224694,16.689241409301758
chr11:115615827-117655673,ENSG00000186318,chr11:116874054-116875154,16.819480895996094
chr10:79519548-84765086,ENSG00000122378,chr10:80155914-80157634,11.521212577819824
chr11:115615827-117655673,ENSG00000168092,chr11:116787064-116787474,10.957210540771484
chr10:79519548-84765086,ENSG00000133678,chr10:80164144-80166074,10.754134178161621
chr11:115615827-117655673,ENSG00000149577,chr11:116861924-116862194,7.8190741539001465
chr11:17882073-19889175,ENSG00000151116,chr11:18412463-18412703,26.419357299804688
chr11:2217319-4222558,ENSG00000110619,chr11:2928670-2928890,4.44780969619751
chr10:79519548-84765086,ENSG00000122359,chr10:80158024-80159094,6.867227554321289
chr11:124504554-127402828,ENSG00000149557,chr11:125495614-125496114,12.473186492919922
chr11:115615827-117655673,ENSG00000149591,chr11:117281704-117281884,12.856769561767578
chr11:115615827-117655673,ENSG00000137656,chr11:116787644-116787814,6.841788291931152
chr11:124504554-127402828,ENSG00000150433,chr11:124954374-124954714,9.232905387878418
chr10:79519548-84765086,ENSG00000228570,chr10:80155914-80157634,14.188528060913086
chr11:115615827-117655673,ENSG00000168092,chr11:116861924-116862194,12.731712341308594
chr11:115615827-117655673,ENSG00000160613,chr11:116862324-116863664,7.788883686065674
chr11:115615827-117655673,ENSG00000168092,chr11:117280264-117281304,14.481586456298828
chr11:124504554-127402828,ENSG00000149557,chr11:125082334-125083814,4.217967987060547
chr11:17882073-19889175,ENSG00000166796,chr11:18347713-18347823,12.205245018005371
chr11:124504554-127402828,ENSG00000149548,chr11:124875684-124875944,5.057294845581055
chr11:17882073-19889175,ENSG00000110756,chr11:18412463-18412703,15.626938819885254
chr11:115615827-117655673,ENSG00000149591,chr11:116874054-116875154,8.49618148803711
chr11:2217319-4222558,ENSG00000254827,chr11:2951320-2951770,10.35014533996582
chr10:79519548-84765086,ENSG00000133678,chr10:80158024-80159094,9.319499969482422
chr11:124504554-127402828,ENSG00000149564,chr11:124747204-124747464,1.8270487785339355
chr10:79519548-84765086,ENSG00000133661,chr10:80408644-80408824,17.529722213745117
chr11:115615827-117655673,ENSG00000149591,chr11:116787644-116787814,8.190375328063965
chr10:79519548-84765086,ENSG00000133661,chr10:80155914-80157634,14.644824028015137
chr10:97906407-99910128,ENSG00000138131,chr10:98445413-98446803,8.759173393249512
chr11:115615827-117655673,ENSG00000167257,chr11:117281404-117281594,10.69442367553711
chr11:17882073-19889175,ENSG00000134333,chr11:18347713-18347823,9.672435760498047
chr11:115615827-117655673,ENSG00000167257,chr11:116874054-116875154,3.4326767921447754
chr10:79519548-84765086,ENSG00000189129,chr10:80408644-80408824,10.857085227966309
chr11:17882073-19889175,ENSG00000247595,chr11:18412463-18412703,26.419357299804688
chr11:115615827-117655673,ENSG00000160584,chr11:117239114-117239794,0.2885827124118805
chr11:115615827-117655673,ENSG00000160584,chr11:116861384-116861834,8.031448364257812
chr11:115615827-117655673,ENSG00000160584,chr11:116862324-116863664,7.5442938804626465
chr11:115615827-117655673,ENSG00000168092,chr11:116862324-116863664,12.630677223205566
chr11:17882073-19889175,ENSG00000134339,chr11:18347713-18347823,19.43660545349121
chr11:115615827-117655673,ENSG00000149591,chr11:116787064-116787474,8.295018196105957
chr11:124504554-127402828,ENSG00000154144,chr11:124747664-124748384,8.5115327835083
chr11:115615827-117655673,ENSG00000160584,chr11:117281404-117281594,10.474773406982422
chr11:42314472-44315709,ENSG00000187479,chr11:43920470-43920870,1.6531388759613037
chr11:115615827-117655673,ENSG00000168092,chr11:117281704-117281884,14.627673149108887
chr11:124504554-127402828,ENSG00000134955,chr11:125110744-125111534,9.862082481384277
chr11:124504554-127402828,ENSG00000149547,chr11:125626645-125626745,10.320525169372559
chr11:2217319-4222558,ENSG00000005801,chr11:2902710-2903210,8.460787773132324
chr11:2217319-4222558,ENSG00000181649,chr11:2902710-2903210,5.731810092926025
chr11:115615827-117655673,ENSG00000167257,chr11:116861924-116862194,8.035933494567871
chr11:115615827-117655673,ENSG00000186318,chr11:116861924-116862194,18.093421936035156
chr11:124504554-127402828,ENSG00000120458,chr11:124747204-124747464,3.3920016288757324
chr11:115615827-117655673,ENSG00000186318,chr11:116787064-116787474,16.67792510986328
chr10:79519548-84765086,ENSG00000122359,chr10:80166194-80166884,9.317120552062988
chr11:115615827-117655673,ENSG00000109917,chr11:116874054-116875154,3.074295997619629
chr11:115615827-117655673,ENSG00000110274,chr11:116787644-116787814,16.41398048400879
chr11:2217319-4222558,ENSG00000181649,chr11:2884130-2884660,0.9048581719398499
chr10:79519548-84765086,ENSG00000133661,chr10:80166194-80166884,15.966670989990234
chr10:97906407-99910128,ENSG00000155287,chr10:99659593-99659853,10.91810417175293
chr11:115615827-117655673,ENSG00000160584,chr11:116874054-116875154,2.9554007053375244
chr10:79519548-84765086,ENSG00000122359,chr10:80164144-80166074,8.823378562927246
chr11:115615827-117655673,ENSG00000160613,chr11:116787064-116787474,1.9097713232040405
chr11:2217319-4222558,ENSG00000129757,chr11:2951320-2951770,8.471722602844238
chr11:124504554-127402828,ENSG00000134910,chr11:125495614-125496114,12.407476425170898
chr10:97906407-99910128,ENSG00000014919,chr10:99659963-99661443,9.83398151397705
chr11:115615827-117655673,ENSG00000149577,chr11:117224214-117224694,1.2503788471221924
chr11:124504554-127402828,ENSG00000064199,chr11:124748534-124748634,2.433098077774048
chr11:124504554-127402828,ENSG00000165495,chr11:125110744-125111534,9.606188774108887
chr11:115615827-117655673,ENSG00000110274,chr11:117281704-117281884,7.6883463859558105
chr11:115615827-117655673,ENSG00000167257,chr11:117239114-117239794,1.637236475944519
chr11:124504554-127402828,ENSG00000134910,chr11:125626835-125627605,6.530193328857422
chr11:124504554-127402828,ENSG00000154144,chr11:124954374-124954714,9.608933448791504
chr10:79519548-84765086,ENSG00000133661,chr10:80158024-80159094,14.926429748535156
chr11:115615827-117655673,ENSG00000110274,chr11:117281404-117281594,7.9406609535217285
chr11:115615827-117655673,ENSG00000167257,chr11:116787064-116787474,1.9097713232040405
chr11:115615827-117655673,ENSG00000167257,chr11:116836414-116836994,3.7917661666870117
chr11:17882073-19889175,ENSG00000173432,chr11:18412463-18412703,20.763992309570312
chr10:79519548-84765086,ENSG00000133661,chr10:80164144-80166074,15.748687744140625
chr11:17882073-19889175,ENSG00000151117,chr11:18720283-18721533,9.741026878356934
chr11:2217319-4222558,ENSG00000110628,chr11:2951320-2951770,9.507166862487793
chr11:42314472-44315709,ENSG00000149084,chr11:43920470-43920870,21.96288299560547
chr11:115615827-117655673,ENSG00000186318,chr11:117239114-117239794,16.588268280029297
chr11:124504554-127402828,ENSG00000154146,chr11:124747204-124747464,2.391098737716675
chr11:17882073-19889175,ENSG00000074319,chr11:18412463-18412703,20.56423568725586
chr10:79519548-84765086,ENSG00000133678,chr10:80408644-80408824,11.821532249450684
chr11:124504554-127402828,ENSG00000154146,chr11:124748534-124748634,3.050140380859375
chr11:115615827-117655673,ENSG00000149577,chr11:116874054-116875154,3.025089740753174
chr10:79519548-84765086,ENSG00000133678,chr10:80144344-80144894,7.0154900550842285
chr11:115615827-117655673,ENSG00000137656,chr11:116874054-116875154,7.976954460144043
chr11:115615827-117655673,ENSG00000168092,chr11:117239114-117239794,10.927406311035156
chr10:79519548-84765086,ENSG00000122359,chr10:80144344-80144894,2.2761270999908447
chr11:115615827-117655673,ENSG00000149577,chr11:116862324-116863664,7.565328598022461
chr11:124504554-127402828,ENSG00000154144,chr11:124891564-124891664,9.667535781860352
chr11:2217319-4222558,ENSG00000110628,chr11:2928670-2928890,4.233850002288818
chr11:2217319-4222558,ENSG00000110713,chr11:3720830-3723150,15.454553604125977
chr11:17882073-19889175,ENSG00000166796,chr11:18412463-18412703,0.23101940751075745
chr11:2217319-4222558,ENSG00000110628,chr11:2884130-2884660,4.388871192932129
chr10:79519548-84765086,ENSG00000133661,chr10:80163614-80164044,15.635799407958984
chr10:79519548-84765086,ENSG00000133678,chr10:80155914-80157634,8.835918426513672
chr11:115615827-117655673,ENSG00000109917,chr11:117224214-117224694,1.4063825607299805
chr11:115615827-117655673,ENSG00000149591,chr11:116861924-116862194,10.825928688049316
chr11:124504554-127402828,ENSG00000150433,chr11:124875684-124875944,8.083529472351074
chr11:124504554-127402828,ENSG00000110013,chr11:124747204-124747464,8.580365180969238
chr11:115615827-117655673,ENSG00000186318,chr11:116836414-116836994,16.747907638549805
chr11:124504554-127402828,ENSG00000150433,chr11:125082334-125083814,8.07284164428711
chr11:2217319-4222558,ENSG00000021762,chr11:2883920-2883990,9.232961654663086
chr10:97906407-99910128,ENSG00000138131,chr10:98259423-98260913,4.675728797912598
chr11:115615827-117655673,ENSG00000137656,chr11:116861924-116862194,10.377952575683594
chr10:79519548-84765086,ENSG00000228570,chr10:80164144-80166074,15.333117485046387
chr11:124504554-127402828,ENSG00000064199,chr11:124747664-124748384,2.433098077774048
chr11:13714289-15727943,ENSG00000129084,chr11:14257894-14259274,5.319855213165283
chr11:124504554-127402828,ENSG00000120458,chr11:124747664-124748384,3.9000344276428223
chr11:115615827-117655673,ENSG00000137656,chr11:116787064-116787474,6.420694351196289
chr11:115615827-117655673,ENSG00000149591,chr11:116836414-116836994,8.61928939819336
chr11:13714289-15727943,ENSG00000256206,chr11:14257894-14259274,4.341226577758789
chr11:2217319-4222558,ENSG00000205531,chr11:2884130-2884660,6.617976188659668
chr10:79519548-84765086,ENSG00000189129,chr10:80164144-80166074,8.933585166931152
chr11:115615827-117655673,ENSG00000149577,chr11:116787644-116787814,1.0158452987670898
chr11:124504554-127402828,ENSG00000134955,chr11:125082334-125083814,5.71633768081665
chr11:115615827-117655673,ENSG00000109917,chr11:117281704-117281884,10.784729957580566
chr11:115615827-117655673,ENSG00000167257,chr11:116787644-116787814,1.7114953994750977
chr11:124504554-127402828,ENSG00000120458,chr11:124891564-124891664,5.792333602905273
chr11:42314472-44315709,ENSG00000166181,chr11:44066700-44067620,0.47528254985809326
chr10:79519548-84765086,ENSG00000189129,chr10:80155914-80157634,6.2305498123168945
chr11:124504554-127402828,ENSG00000064199,chr11:124894374-124895074,3.129852294921875
chr11:106357716-108379707,ENSG00000110675,chr11:107592004-107592314,0.34585314989089966
chr11:115615827-117655673,ENSG00000149577,chr11:117280264-117281304,10.508910179138184
chr11:115615827-117655673,ENSG00000186318,chr11:116862324-116863664,18.005313873291016
chr11:124504554-127402828,ENSG00000149554,chr11:125626645-125626745,2.3326022624969482
chr11:124504554-127402828,ENSG00000154134,chr11:125110744-125111534,8.082260131835938
chr11:115615827-117655673,ENSG00000149591,chr11:116862324-116863664,10.662343978881836
chr11:115615827-117655673,ENSG00000160613,chr11:116861384-116861834,8.259902000427246
chr11:17882073-19889175,ENSG00000166796,chr11:18720283-18721533,22.323396682739258
chr11:115615827-117655673,ENSG00000110274,chr11:117239114-117239794,16.35761070251465
chr11:115615827-117655673,ENSG00000186318,chr11:117281704-117281884,8.131722450256348
chr11:124504554-127402828,ENSG00000149554,chr11:125495614-125496114,15.311193466186523
chr11:124504554-127402828,ENSG00000149547,chr11:125495614-125496114,11.454113006591797
chr11:17882073-19889175,ENSG00000134333,chr11:18412463-18412703,3.7604565620422363
chr11:2217319-4222558,ENSG00000254827,chr11:2928670-2928890,5.731810092926025
chr11:124504554-127402828,ENSG00000064199,chr11:124897264-124897724,1.361823558807373
chr11:124504554-127402828,ENSG00000154134,chr11:124891564-124891664,4.962395668029785
chr11:2217319-4222558,ENSG00000129757,chr11:2884130-2884660,0.2926766276359558
chr11:124504554-127402828,ENSG00000154144,chr11:124747204-124747464,8.34461498260498
chr11:2217319-4222558,ENSG00000005801,chr11:2951320-2951770,10.772965431213379
chr11:124504554-127402828,ENSG00000064199,chr11:124747204-124747464,1.448532223701477
chr10:97906407-99910128,ENSG00000166024,chr10:98445413-98446803,12.641605377197266
chr11:2217319-4222558,ENSG00000110628,chr11:2902710-2903210,1.8599534034729004
chr11:115615827-117655673,ENSG00000109917,chr11:117281404-117281594,10.549053192138672
chr11:127812339-129813741,ENSG00000174370,chr11:128902715-128903365,2.0600430965423584
chr11:17882073-19889175,ENSG00000179057,chr11:18720283-18721533,3.3676116466522217
chr10:79519548-84765086,ENSG00000228570,chr10:80166194-80166884,15.570542335510254
chr11:115615827-117655673,ENSG00000149591,chr11:116861384-116861834,10.975462913513184
chr11:124504554-127402828,ENSG00000150433,chr11:124894374-124895074,8.859399795532227
chr11:17882073-19889175,ENSG00000179119,chr11:18347713-18347823,20.555320739746094
chr11:115615827-117655673,ENSG00000160613,chr11:116874054-116875154,3.4326767921447754
chr11:124504554-127402828,ENSG00000110013,chr11:124748534-124748634,8.588739395141602
chr11:124504554-127402828,ENSG00000110013,chr11:124748764-124749704,8.766524314880371
chr11:124504554-127402828,ENSG00000149557,chr11:125626645-125626745,6.59175968170166
chr11:115615827-117655673,ENSG00000109917,chr11:116862324-116863664,7.574223041534424
chr11:42314472-44315709,ENSG00000149084,chr11:44066700-44067620,19.782453536987305
chr11:115615827-117655673,ENSG00000109917,chr11:116787064-116787474,0.500663161277771
chr11:115615827-117655673,ENSG00000160584,chr11:117281704-117281884,10.711315155029297
chr11:124504554-127402828,ENSG00000150433,chr11:124891564-124891664,9.806205749511719
chr11:13714289-15727943,ENSG00000133818,chr11:14257894-14259274,12.850739479064941
chr11:42314472-44315709,ENSG00000052841,chr11:43920470-43920870,14.54130744934082
chr11:115615827-117655673,ENSG00000149591,chr11:117239114-117239794,8.03863525390625
chr11:124504554-127402828,ENSG00000149554,chr11:125626835-125627605,2.4109385013580322
chr11:2217319-4222558,ENSG00000205531,chr11:2902710-2903210,8.376029968261719
chr10:97906407-99910128,ENSG00000014919,chr10:99659593-99659853,9.635900497436523
chr10:97906407-99910128,ENSG00000119943,chr10:98259423-98260913,6.895330905914307
chr11:124504554-127402828,ENSG00000149548,chr11:124891564-124891664,6.36979866027832
chr11:2217319-4222558,ENSG00000129757,chr11:2902710-2903210,5.875433921813965
chr11:2217319-4222558,ENSG00000205531,chr11:2928670-2928890,6.614260673522949
chr11:115615827-117655673,ENSG00000160584,chr11:117224214-117224694,1.094854474067688
chr11:17882073-19889175,ENSG00000074319,chr11:18347713-18347823,19.473413467407227
chr11:2217319-4222558,ENSG00000181649,chr11:2883920-2883990,0.9048581719398499
chr10:79519548-84765086,ENSG00000133678,chr10:80163614-80164044,10.554500579833984
chr11:115615827-117655673,ENSG00000149577,chr11:117281704-117281884,10.744593620300293
chr11:124504554-127402828,ENSG00000154144,chr11:124894374-124895074,8.801898956298828
chr11:2217319-4222558,ENSG00000110619,chr11:2883920-2883990,4.505162239074707
chr11:115615827-117655673,ENSG00000160613,chr11:116787644-116787814,1.7114953994750977
chr11:115615827-117655673,ENSG00000168092,chr11:117224214-117224694,10.974630355834961
chr11:124504554-127402828,ENSG00000134955,chr11:124747204-124747464,7.601470470428467
chr11:124504554-127402828,ENSG00000154133,chr11:124891564-124891664,4.936324596405029
chr11:115615827-117655673,ENSG00000186318,chr11:117280264-117281304,8.378673553466797
chr11:17882073-19889175,ENSG00000110768,chr11:18412463-18412703,15.626938819885254
chr11:115615827-117655673,ENSG00000110274,chr11:117224214-117224694,16.457387924194336
chr10:79519548-84765086,ENSG00000189129,chr10:80158024-80159094,6.973382472991943
chr11:17882073-19889175,ENSG00000134339,chr11:18412463-18412703,21.957658767700195
chr11:2217319-4222558,ENSG00000129757,chr11:2928670-2928890,0.6529725790023804
chr10:79519548-84765086,ENSG00000122359,chr10:80155914-80157634,6.108513355255127
chr11:2217319-4222558,ENSG00000021762,chr11:2928670-2928890,9.253429412841797
chr11:2217319-4222558,ENSG00000005801,chr11:2884130-2884660,7.333268642425537
chr11:115615827-117655673,ENSG00000160613,chr11:117281404-117281594,10.69442367553711
chr11:115615827-117655673,ENSG00000109917,chr11:116861924-116862194,7.828941822052002
chr11:115615827-117655673,ENSG00000149591,chr11:117224214-117224694,7.5032267570495605
chr11:115615827-117655673,ENSG00000137656,chr11:117280264-117281304,12.859881401062012
chr11:115615827-117655673,ENSG00000167257,chr11:116862324-116863664,7.788883686065674
chr11:17882073-19889175,ENSG00000179119,chr11:18412463-18412703,22.539621353149414
chr11:115615827-117655673,ENSG00000167257,chr11:117280264-117281304,10.69442367553711
chr11:115615827-117655673,ENSG00000149577,chr11:116787064-116787474,1.4595615863800049
chr11:115615827-117655673,ENSG00000160613,chr11:116836414-116836994,3.7917661666870117
chr11:124504554-127402828,ENSG00000154144,chr11:124748764-124749704,8.81672191619873
chr11:124504554-127402828,ENSG00000110013,chr11:124747664-124748384,8.588739395141602
chr10:79519548-84765086,ENSG00000189129,chr10:80144344-80144894,4.2808356285095215
chr11:124504554-127402828,ENSG00000154144,chr11:124748534-124748634,8.5115327835083
chr11:42314472-44315709,ENSG00000166181,chr11:43920470-43920870,9.01579475402832
chr10:79519548-84765086,ENSG00000108219,chr10:80158024-80159094,6.898334503173828
chr11:124504554-127402828,ENSG00000149564,chr11:124748764-124749704,4.109686374664307
chr11:2217319-4222558,ENSG00000021762,chr11:2902370-2902580,9.986961364746094
chr11:115615827-117655673,ENSG00000110274,chr11:116861384-116861834,17.984947204589844
chr11:115615827-117655673,ENSG00000160584,chr11:116836414-116836994,3.5277352333068848
chr11:115615827-117655673,ENSG00000160613,chr11:117224214-117224694,1.9556983709335327
chr11:124504554-127402828,ENSG00000149547,chr11:125626835-125627605,10.060713768005371
chr11:124504554-127402828,ENSG00000154133,chr11:124894374-124895074,2.966722011566162
chr11:17882073-19889175,ENSG00000173432,chr11:18347713-18347823,16.591001510620117
chr11:17882073-19889175,ENSG00000151116,chr11:18347713-18347823,22.718067169189453
chr11:124504554-127402828,ENSG00000064199,chr11:124891564-124891664,5.0160675048828125
chr11:2217319-4222558,ENSG00000177105,chr11:3720830-3723150,16.967144012451172
chr11:115615827-117655673,ENSG00000137656,chr11:116862324-116863664,10.162732124328613
chr10:97906407-99910128,ENSG00000166024,chr10:98259423-98260913,11.021429061889648
chr11:115615827-117655673,ENSG00000110274,chr11:117280264-117281304,7.9406609535217285
chr11:124504554-127402828,ENSG00000154146,chr11:124748764-124749704,3.982492685317993
chr11:17882073-19889175,ENSG00000134333,chr11:18720283-18721533,23.16009521484375
chr10:79519548-84765086,ENSG00000122359,chr10:80163614-80164044,8.566351890563965
chr11:124504554-127402828,ENSG00000150433,chr11:124897264-124897724,8.146197319030762
chr11:115615827-117655673,ENSG00000109917,chr11:117239114-117239794,0.925484299659729
chr11:115615827-117655673,ENSG00000110274,chr11:116836414-116836994,16.519424438476562
chr11:115615827-117655673,ENSG00000167257,chr11:116861384-116861834,8.259902000427246
chr11:2217319-4222558,ENSG00000005801,chr11:2883920-2883990,7.333268642425537
chr11:115615827-117655673,ENSG00000167257,chr11:117281704-117281884,10.928731918334961
chr11:124504554-127402828,ENSG00000064199,chr11:124748764-124749704,3.560244083404541
chr10:97906407-99910128,ENSG00000155287,chr10:99659963-99661443,11.09103775024414
chr11:17882073-19889175,ENSG00000110756,chr11:18347713-18347823,5.342047214508057
chr11:17882073-19889175,ENSG00000179057,chr11:18347713-18347823,20.155719757080078
chr11:2217319-4222558,ENSG00000021762,chr11:2951320-2951770,11.688647270202637
chr10:79519548-84765086,ENSG00000108219,chr10:80163614-80164044,8.523396492004395
chr11:115615827-117655673,ENSG00000149577,chr11:117281404-117281594,10.508910179138184
chr11:2217319-4222558,ENSG00000110619,chr11:2951320-2951770,8.917596817016602
chr10:79519548-84765086,ENSG00000122378,chr10:80144344-80144894,10.025152206420898
chr10:79519548-84765086,ENSG00000228570,chr10:80158024-80159094,14.479070663452148
chr11:17882073-19889175,ENSG00000179057,chr11:18412463-18412703,22.518449783325195
chr11:124504554-127402828,ENSG00000064199,chr11:124954374-124954714,5.154660701751709
chr11:124504554-127402828,ENSG00000154144,chr11:124875684-124875944,8.320245742797852
chr11:2217319-4222558,ENSG00000021762,chr11:2884130-2884660,9.232961654663086
chr10:79519548-84765086,ENSG00000122378,chr10:80408644-80408824,0.37071865797042847
chr11:115615827-117655673,ENSG00000160613,chr11:117281704-117281884,10.928731918334961
chr11:17882073-19889175,ENSG00000166800,chr11:18347713-18347823,17.08362579345703
chr11:2217319-4222558,ENSG00000254827,chr11:2883920-2883990,5.907756328582764
chr11:115615827-117655673,ENSG00000186318,chr11:116861384-116861834,18.175609588623047
chr11:127812339-129813741,ENSG00000174370,chr11:128904615-128905545,0.5463903546333313
chr11:115615827-117655673,ENSG00000168092,chr11:116874054-116875154,11.363443374633789
chr11:115615827-117655673,ENSG00000186318,chr11:116787644-116787814,16.642797470092773
chr11:124504554-127402828,ENSG00000154133,chr11:124897264-124897724,0.6705374717712402
chr11:124504554-127402828,ENSG00000154134,chr11:124897264-124897724,0.7551238536834717
chr11:115615827-117655673,ENSG00000149577,chr11:116836414-116836994,3.5170176029205322
chr11:2217319-4222558,ENSG00000205531,chr11:2883920-2883990,6.617976188659668
chr11:17882073-19889175,ENSG00000074319,chr11:18720283-18721533,2.5527503490448
chr11:115615827-117655673,ENSG00000160613,chr11:116861924-116862194,8.035933494567871
chr11:124504554-127402828,ENSG00000154144,chr11:125082334-125083814,8.275734901428223
chr10:79519548-84765086,ENSG00000189129,chr10:80163614-80164044,8.681868553161621
chr11:115615827-117655673,ENSG00000168092,chr11:117281404-117281594,14.481586456298828
chr11:2217319-4222558,ENSG00000110619,chr11:2884130-2884660,4.505162239074707
chr11:124504554-127402828,ENSG00000154144,chr11:124897264-124897724,8.308365821838379
chr11:2217319-4222558,ENSG00000110619,chr11:2902710-2903210,7.343216419219971
chr11:2217319-4222558,ENSG00000181649,chr11:2951320-2951770,8.45322322845459
chr10:79519548-84765086,ENSG00000122378,chr10:80163614-80164044,12.838404655456543
chr11:124504554-127402828,ENSG00000134910,chr11:125626645-125626745,6.7919697761535645
chr11:17882073-19889175,ENSG00000110768,chr11:18720283-18721533,16.13188934326172
chr11:2217319-4222558,ENSG00000021762,chr11:2902710-2903210,10.186273574829102
chr11:124504554-127402828,ENSG00000154133,chr11:124875684-124875944,0.45841845870018005
chr11:115615827-117655673,ENSG00000160584,chr11:116861924-116862194,7.799939155578613
chr11:13714289-15727943,ENSG00000129083,chr11:14257894-14259274,4.30931282043457
chr11:2217319-4222558,ENSG00000129757,chr11:2883920-2883990,0.2926766276359558
chr10:97906407-99910128,ENSG00000119929,chr10:99659963-99661443,8.619973182678223
chr11:124504554-127402828,ENSG00000064199,chr11:124875684-124875944,1.3141285181045532
chr11:42314472-44315709,ENSG00000166199,chr11:43920470-43920870,9.634917259216309
chr11:115615827-117655673,ENSG00000167257,chr11:117224214-117224694,1.9556983709335327
chr11:124504554-127402828,ENSG00000110013,chr11:124954374-124954714,9.600113868713379
chr11:124504554-127402828,ENSG00000150433,chr11:125495614-125496114,13.64637565612793
chr10:97906407-99910128,ENSG00000107521,chr10:98259423-98260913,9.061610221862793
chr10:97906407-99910128,ENSG00000119929,chr10:99659593-99659853,8.49220085144043
chr11:115615827-117655673,ENSG00000110274,chr11:116787064-116787474,16.4505615234375
chr11:115615827-117655673,ENSG00000137656,chr11:117224214-117224694,7.65913200378418
chr10:69686135-77506369,ENSG00000156110,chr10:74112112-74114182,5.278677940368652
chr10:69686135-77506369,ENSG00000148719,chr10:72335932-72336522,5.59233283996582
chr10:132661554-133797422,ENSG00000127884,chr10:133292686-133293036,14.121007919311523
chr10:132661554-133797422,ENSG00000148803,chr10:133357466-133357916,0.36197009682655334
chr10:69686135-77506369,ENSG00000156110,chr10:73912092-73912192,9.883318901062012
chr10:69686135-77506369,ENSG00000138303,chr10:72335932-72336522,2.105452299118042
chr10:29667066-31668634,ENSG00000183621,chr10:30437411-30438911,7.222881317138672
chr10:132661554-133797422,ENSG00000165828,chr10:133293236-133293556,9.190174102783203
chr10:69686135-77506369,ENSG00000166317,chr10:74112112-74114182,7.132278919219971
chr10:69686135-77506369,ENSG00000035403,chr10:73810902-73811472,8.339559555053711
chr10:132661554-133797422,ENSG00000130643,chr10:133292686-133293036,7.4240546226501465
