region_id,gene_id,enh_id,gm12878_avg_dist
chr12:51474161-53778885,ENSG00000139626,chr12:53200446-53201066,4.166714668273926
chr12:6559925-14004290,ENSG00000010610,chr12:6766754-6767504,3.1773841381073
chr12:6559925-14004290,ENSG00000126749,chr12:6956217-6956417,4.810983657836914
chr12:6559925-14004290,ENSG00000139178,chr12:7108944-7109104,2.493112564086914
chr12:51474161-53778885,ENSG00000170486,chr12:52612826-52613556,1.9001507759094238
chr12:110572960-112592995,ENSG00000111245,chr12:110913326-110914176,3.4345922470092773
chr12:51474161-53778885,ENSG00000135476,chr12:53268376-53268746,0.5171111226081848
chr12:51474161-53778885,ENSG00000135476,chr12:53281626-53282256,4.04400634765625
chr12:26494948-28946612,ENSG00000064115,chr12:27026537-27027337,6.680292129516602
chr12:6559925-14004290,ENSG00000111664,chr12:6834046-6835856,3.417314052581787
chr12:6559925-14004290,ENSG00000111678,chr12:6938067-6938437,3.109104633331299
chr12:6559925-14004290,ENSG00000111653,chr12:6644604-6645214,7.490283012390137
chr12:6559925-14004290,ENSG00000139178,chr12:7108484-7108664,2.493112564086914
chr12:6559925-14004290,ENSG00000159335,chr12:6752364-6752874,0.43649691343307495
chr12:6559925-14004290,ENSG00000010626,chr12:6868506-6868856,3.376821994781494
chr12:6559925-14004290,ENSG00000111652,chr12:6730824-6730994,4.017733573913574
chr12:6559925-14004290,ENSG00000111667,chr12:6868506-6868856,2.3945109844207764
chr12:130275566-133275309,ENSG00000132341,chr12:130873125-130874545,1.0333806276321411
chr12:6559925-14004290,ENSG00000110848,chr12:9768784-9770084,4.623968124389648
chr12:6559925-14004290,ENSG00000089692,chr12:6752364-6752874,4.031283378601074
chr12:130275566-133275309,ENSG00000132341,chr12:130872625-130872835,0.48500698804855347
chr12:6559925-14004290,ENSG00000111667,chr12:6843976-6845576,5.298038959503174
chr12:6559925-14004290,ENSG00000111669,chr12:6861616-6862416,4.621056079864502
chr12:6559925-14004290,ENSG00000111669,chr12:6868986-6869096,2.4584245681762695
chr12:51474161-53778885,ENSG00000139631,chr12:53200446-53201066,1.3712354898452759
chr12:14187490-16189882,ENSG00000197837,chr12:14782846-14783256,4.487696647644043
chr12:51474161-53778885,ENSG00000094914,chr12:53313806-53314296,4.310051441192627
chr12:130275566-133275309,ENSG00000132341,chr12:130872125-130872575,0.48500698804855347
chr12:51474161-53778885,ENSG00000139637,chr12:53282436-53283126,4.3347086906433105
chr12:32227377-35108169,ENSG00000139131,chr12:32754086-32755086,0.249653160572052
chr12:51474161-53778885,ENSG00000135480,chr12:52243136-52245406,5.721462249755859
chr12:6559925-14004290,ENSG00000111664,chr12:6843976-6845576,3.2740535736083984
chr12:6559925-14004290,ENSG00000111669,chr12:6868506-6868856,2.4584245681762695
chr12:6559925-14004290,ENSG00000110811,chr12:6843976-6845576,5.274151802062988
chr12:14187490-16189882,ENSG00000111348,chr12:14949886-14950526,4.667341709136963
chr12:51474161-53778885,ENSG00000139637,chr12:53281626-53282256,4.621222496032715
chr12:6559925-14004290,ENSG00000111653,chr12:6643674-6644134,6.979421615600586
chr12:51474161-53778885,ENSG00000123349,chr12:53282436-53283126,5.520716667175293
chr12:14187490-16189882,ENSG00000151491,chr12:15882816-15883536,0.5007125735282898
chr12:14187490-16189882,ENSG00000246705,chr12:14782846-14783256,3.5892014503479004
chr12:51474161-53778885,ENSG00000185591,chr12:53381816-53382106,1.1396090984344482
chr12:26494948-28946612,ENSG00000152944,chr12:27026537-27027337,7.096786975860596
chr12:6559925-14004290,ENSG00000126749,chr12:6956567-6957647,4.810983657836914
chr12:6559925-14004290,ENSG00000111644,chr12:6644604-6645214,2.754629135131836
chr12:130275566-133275309,ENSG00000132341,chr12:130872925-130872995,0.48500698804855347
chr12:51474161-53778885,ENSG00000139637,chr12:53313806-53314296,4.04758882522583
chr12:14187490-16189882,ENSG00000139055,chr12:14947946-14949796,4.920154571533203
chr12:6559925-14004290,ENSG00000111665,chr12:6868986-6869096,2.2543587684631348
chr12:6559925-14004290,ENSG00000111678,chr12:6956217-6956417,5.047879695892334
chr12:6559925-14004290,ENSG00000111667,chr12:6869396-6869686,1.044777750968933
chr12:120641534-122651577,ENSG00000135100,chr12:120986557-120988827,4.441990375518799
chr12:6559925-14004290,ENSG00000059804,chr12:7933144-7933804,1.1751198768615723
chr12:6559925-14004290,ENSG00000111679,chr12:6956217-6956417,4.207292556762695
chr12:14187490-16189882,ENSG00000023734,chr12:15882816-15883536,0.5007125735282898
chr12:14187490-16189882,ENSG00000084463,chr12:14795106-14796806,2.6189217567443848
chr12:6559925-14004290,ENSG00000111669,chr12:6869396-6869686,1.059830665588379
chr12:51474161-53778885,ENSG00000135409,chr12:53441796-53442686,4.465412139892578
chr12:14187490-16189882,ENSG00000111348,chr12:14947946-14949796,5.0461602210998535
chr12:465106-2485712,ENSG00000082805,chr12:981064-981764,4.743597507476807
chr12:51474161-53778885,ENSG00000186049,chr12:52612826-52613556,0.9423202276229858
chr12:6559925-14004290,ENSG00000110811,chr12:6834046-6835856,1.8575530052185059
chr12:6559925-14004290,ENSG00000111678,chr12:6956567-6957647,5.047879695892334
chr12:6559925-14004290,ENSG00000111679,chr12:6938067-6938437,1.879020094871521
chr12:6559925-14004290,ENSG00000111665,chr12:6834046-6835856,0.35653334856033325
chr12:6559925-14004290,ENSG00000111665,chr12:6868506-6868856,2.2543587684631348
chr12:6559925-14004290,ENSG00000111679,chr12:6955757-6956137,3.6593151092529297
chr12:6559925-14004290,ENSG00000089692,chr12:6766754-6767504,3.5094542503356934
chr12:51474161-53778885,ENSG00000123349,chr12:53299956-53300146,3.9261560440063477
chr12:51474161-53778885,ENSG00000123349,chr12:53313806-53314296,4.862962245941162
chr12:110572960-112592995,ENSG00000111245,chr12:110913136-110913236,3.8001644611358643
chr12:465106-2485712,ENSG00000002016,chr12:981064-981764,4.743597507476807
chr12:6559925-14004290,ENSG00000111665,chr12:6861616-6862416,5.220493316650391
chr12:6559925-14004290,ENSG00000089693,chr12:6752364-6752874,1.0939509868621826
chr13:51585715-58542986,ENSG00000139675,chr13:52652955-52653045,5.170494556427002
chr13:51585715-58542986,ENSG00000165416,chr13:52665245-52665635,0.6399229168891907
chr14:20557740-24954664,ENSG00000155465,chr14:22824811-22824881,4.012615203857422
chr14:20557740-24954664,ENSG00000197324,chr14:22872781-22873301,1.9365239143371582
chr14:20557740-24954664,ENSG00000100884,chr14:24075891-24076141,2.580582618713379
chr14:20557740-24954664,ENSG00000129467,chr14:24331934-24332514,1.4392207860946655
chr14:20557740-24954664,ENSG00000235194,chr14:23299541-23300751,2.4850363731384277
chr14:20557740-24954664,ENSG00000255526,chr14:24241774-24241884,5.232277870178223
chr14:20557740-24954664,ENSG00000139890,chr14:22872781-22873301,3.2585012912750244
chr14:20557740-24954664,ENSG00000129474,chr14:22973571-22974041,2.554642915725708
chr14:20557740-24954664,ENSG00000196497,chr14:24188254-24188334,0.5439713001251221
chr14:20557740-24954664,ENSG00000222028,chr14:23055861-23057401,5.34055233001709
chr14:20557740-24954664,ENSG00000139899,chr14:24436494-24437034,2.572753667831421
chr14:20557740-24954664,ENSG00000100884,chr14:24075591-24075821,2.580582618713379
chr14:20557740-24954664,ENSG00000139880,chr14:23055861-23057401,1.2398262023925781
chr14:20557740-24954664,ENSG00000197324,chr14:22872341-22872731,1.9365239143371582
chr14:20557740-24954664,ENSG00000255526,chr14:24241994-24242134,5.232277870178223
chr14:20557740-24954664,ENSG00000165819,chr14:21499376-21499486,5.251572132110596
chr14:20557740-24954664,ENSG00000172590,chr14:22824811-22824881,4.012615203857422
chr14:20557740-24954664,ENSG00000181552,chr14:20781341-20781691,3.799194574356079
chr14:20557740-24954664,ENSG00000100926,chr14:24195034-24195344,0.4809434115886688
chr14:20557740-24954664,ENSG00000169413,chr14:20781341-20781691,0.3492598831653595
chr14:20557740-24954664,ENSG00000129465,chr14:24331934-24332514,3.4603383541107178
chr14:20557740-24954664,ENSG00000100445,chr14:24436494-24437034,3.58186674118042
chr14:20557740-24954664,ENSG00000139890,chr14:22872341-22872731,3.2585012912750244
chr14:20557740-24954664,ENSG00000213928,chr14:24161341-24162141,0.7464639544487
chr14:20557740-24954664,ENSG00000129473,chr14:23299541-23300751,0.9509249329566956
chr14:20557740-24954664,ENSG00000157227,chr14:22824811-22824881,5.638751029968262
chr14:20557740-24954664,ENSG00000100441,chr14:24436494-24437034,1.5689457654953003
chr14:20557740-24954664,ENSG00000100889,chr14:24075591-24075821,6.093576431274414
chr15:73013900-75018751,ENSG00000140505,chr15:74753269-74754789,1.7819528579711914
chr16:0-1177743,ENSG00000127580,chr16:680680-681060,5.745434761047363
chr15:73013900-75018751,ENSG00000140506,chr15:74798309-74798609,4.324582099914551
chr15:73013900-75018751,ENSG00000103653,chr15:74799489-74800409,1.6181930303573608
chr15:73013900-75018751,ENSG00000140506,chr15:74799489-74800409,4.319345474243164
chr16:1579826-3690144,ENSG00000140986,chr16:1972209-1974049,3.9959378242492676
chr16:1579826-3690144,ENSG00000127561,chr16:1990199-1991969,0.44226765632629395
chr16:0-1177743,ENSG00000103269,chr16:680680-681060,4.743546485900879
chr16:1579826-3690144,ENSG00000140986,chr16:1940889-1941249,5.695254325866699
chr16:0-1177743,ENSG00000103245,chr16:734870-736260,4.499213695526123
chr16:0-1177743,ENSG00000162004,chr16:736400-737180,3.6929519176483154
chr15:73013900-75018751,ENSG00000213578,chr15:74816309-74816419,4.113147735595703
chr16:0-1177743,ENSG00000103254,chr16:739740-740910,0.49368003010749817
chr16:0-1177743,ENSG00000103245,chr16:736400-737180,3.945782423019409
chr16:1579826-3690144,ENSG00000127561,chr16:1972209-1974049,5.219020843505859
chr16:0-1177743,ENSG00000103245,chr16:739740-740910,2.871126174926758
chr16:1579826-3690144,ENSG00000140988,chr16:1972209-1974049,4.019509792327881
chr15:73013900-75018751,ENSG00000103653,chr15:74800509-74800679,2.9867043495178223
chr16:0-1177743,ENSG00000103254,chr16:736400-737180,3.033608913421631
chr15:73013900-75018751,ENSG00000140506,chr15:74816309-74816419,2.2502925395965576
chr16:1579826-3690144,ENSG00000010539,chr16:3232920-3233500,0.8834805488586426
chr15:81243506-83250001,ENSG00000136404,chr15:83115948-83117118,1.898012638092041
chr16:1579826-3690144,ENSG00000140990,chr16:1941409-1943099,6.744072914123535
chr16:0-1177743,ENSG00000162004,chr16:734870-736260,3.53941011428833
chr15:73013900-75018751,ENSG00000140505,chr15:74751309-74751759,0.8554486632347107
chr16:0-1177743,ENSG00000103253,chr16:739740-740910,4.757201671600342
chr15:73013900-75018751,ENSG00000140506,chr15:74820769-74821069,3.9745912551879883
chr16:0-1177743,ENSG00000162004,chr16:739740-740910,4.757201671600342
chr16:1579826-3690144,ENSG00000140986,chr16:1941409-1943099,5.916225433349609
chr16:1579826-3690144,ENSG00000127554,chr16:1972209-1974049,4.922326564788818
chr16:1579826-3690144,ENSG00000127554,chr16:1990199-1991969,3.2361998558044434
chr16:1579826-3690144,ENSG00000122386,chr16:3129659-3130059,6.132441520690918
chr15:73013900-75018751,ENSG00000213578,chr15:74820769-74821069,3.1259255409240723
chr16:1579826-3690144,ENSG00000140990,chr16:1972209-1974049,4.549481391906738
chr16:1579826-3690144,ENSG00000010539,chr16:3233840-3234630,0.5717077851295471
chr15:73013900-75018751,ENSG00000103653,chr15:74798309-74798609,2.219712257385254
chr16:0-1177743,ENSG00000103253,chr16:736400-737180,3.6929519176483154
chr16:0-1177743,ENSG00000103254,chr16:734870-736260,3.797485113143921
chr16:1579826-3690144,ENSG00000140986,chr16:1959759-1959999,2.8016204833984375
chr16:0-1177743,ENSG00000140983,chr16:680680-681060,0.36602580547332764
chr16:1579826-3690144,ENSG00000131653,chr16:2173559-2173779,7.309925079345703
chr15:73013900-75018751,ENSG00000140506,chr15:74821229-74821609,4.156029224395752
chr16:1579826-3690144,ENSG00000131653,chr16:2174049-2174249,7.309925079345703
chr16:1579826-3690144,ENSG00000140990,chr16:1940889-1941249,6.457036018371582
chr16:1579826-3690144,ENSG00000007038,chr16:2817969-2818669,0.551404595375061
chr16:0-1177743,ENSG00000103253,chr16:734870-736260,3.53941011428833
chr16:0-1177743,ENSG00000130731,chr16:635780-636090,0.6786357164382935
chr15:73013900-75018751,ENSG00000140505,chr15:74750569-74751179,0.5606051683425903
chr15:73013900-75018751,ENSG00000140506,chr15:74800509-74800679,4.544889450073242
chr16:0-1177743,ENSG00000161999,chr16:680680-681060,2.4667747020721436
chr16:4143059-6144576,ENSG00000140623,chr16:4797499-4797709,2.31109356880188
chr16:28118907-31001007,ENSG00000261832,chr16:28488659-28489059,0.8909512162208557
chr16:28118907-31001007,ENSG00000255524,chr16:28639969-28640789,0.11734267324209213
chr16:4143059-6144576,ENSG00000205832,chr16:4574789-4574969,4.766536712646484
chr16:4143059-6144576,ENSG00000217930,chr16:4365059-4365489,3.4750869274139404
chr16:4143059-6144576,ENSG00000067836,chr16:4800579-4801259,0.4551246762275696
chr16:4143059-6144576,ENSG00000140623,chr16:4800579-4801259,3.022127151489258
chr16:28118907-31001007,ENSG00000261832,chr16:28473579-28474169,4.868070602416992
chr16:4143059-6144576,ENSG00000103199,chr16:4747639-4748719,4.968077182769775
chr16:28118907-31001007,ENSG00000261832,chr16:28482669-28483999,2.3446712493896484
chr16:28118907-31001007,ENSG00000254206,chr16:29401559-29402269,0.3725094497203827
chr16:4143059-6144576,ENSG00000153446,chr16:5072059-5072949,2.926727294921875
chr16:4143059-6144576,ENSG00000168140,chr16:4365059-4365489,3.0505716800689697
chr16:4143059-6144576,ENSG00000153406,chr16:4505609-4506889,5.910175800323486
chr16:4143059-6144576,ENSG00000140623,chr16:4801589-4802379,3.2490792274475098
chr16:4143059-6144576,ENSG00000067836,chr16:4797499-4797709,1.1708400249481201
chr16:4143059-6144576,ENSG00000140623,chr16:4802459-4802519,3.470397710800171
chr19:34349547-36373974,ENSG00000126266,chr19:35345717-35346147,1.9535012245178223
chr19:34349547-36373974,ENSG00000189001,chr19:35510258-35510368,7.543507099151611
chr19:34349547-36373974,ENSG00000105698,chr19:35269697-35269797,0.6409509778022766
chr19:34349547-36373974,ENSG00000189001,chr19:35509958-35510178,7.543507099151611
chr19:34349547-36373974,ENSG00000105675,chr19:35559188-35559798,1.9768545627593994
chr19:34349547-36373974,ENSG00000105697,chr19:35269697-35269797,4.461773872375488
chr19:34349547-36373974,ENSG00000089356,chr19:35124326-35124506,6.034284591674805
chr19:34349547-36373974,ENSG00000011590,chr19:35724009-35724629,5.994509220123291
chr19:34349547-36373974,ENSG00000105261,chr19:36092808-36094028,6.024272441864014
chr19:34349547-36373974,ENSG00000161249,chr19:35509958-35510178,2.144009590148926
chr19:34349547-36373974,ENSG00000185897,chr19:35345717-35346147,2.8339831829071045
chr19:34349547-36373974,ENSG00000126246,chr19:35723498-35723728,4.784164905548096
chr19:34349547-36373974,ENSG00000105699,chr19:35249137-35250307,0.564437747001648
chr19:34349547-36373974,ENSG00000188508,chr19:35510258-35510368,2.4499895572662354
chr19:34349547-36373974,ENSG00000126266,chr19:35346237-35346537,1.9535012245178223
chr19:34349547-36373974,ENSG00000105677,chr19:35559188-35559798,5.015270709991455
chr19:34349547-36373974,ENSG00000188508,chr19:35509958-35510178,2.4499895572662354
chr19:34349547-36373974,ENSG00000185897,chr19:35346237-35346537,2.8339831829071045
chr19:34349547-36373974,ENSG00000011590,chr19:35723498-35723728,5.639991283416748
chr19:34349547-36373974,ENSG00000105677,chr19:35563528-35563608,6.539922714233398
chr19:34349547-36373974,ENSG00000105698,chr19:35249137-35250307,6.210455894470215
chr19:34349547-36373974,ENSG00000161249,chr19:35510258-35510368,2.144009590148926
chr19:34349547-36373974,ENSG00000126246,chr19:35724009-35724629,5.114624500274658
chr19:34349547-36373974,ENSG00000161281,chr19:36140158-36140988,4.099699974060059
chr19:38625811-40637538,ENSG00000262484,chr19:38920150-38921390,4.069533824920654
chr19:38625811-40637538,ENSG00000128626,chr19:38920150-38921390,3.871575117111206
chr19:38625811-40637538,ENSG00000128626,chr19:38921670-38922000,3.461466073989868
chr19:51813057-58617616,ENSG00000063245,chr19:55677734-55678524,1.7391984462738037
chr19:38625811-40637538,ENSG00000171747,chr19:38831170-38831300,6.549033164978027
chr19:38625811-40637538,ENSG00000104825,chr19:38911850-38912090,4.516181468963623
chr19:40941826-42944794,ENSG00000076928,chr19:41893299-41894197,3.089541435241699
chr19:45115751-47125286,ENSG00000104936,chr19:45790652-45790902,3.7439186573028564
chr19:38625811-40637538,ENSG00000013275,chr19:39971243-39972143,0.1666567474603653
chr19:38625811-40637538,ENSG00000104823,chr19:38844100-38845640,6.157177925109863
chr19:40941826-42944794,ENSG00000076928,chr19:41871412-41872112,2.248225450515747
chr19:40941826-42944794,ENSG00000160570,chr19:42199828-42201988,7.24259090423584
chr19:38625811-40637538,ENSG00000128011,chr19:39335310-39335430,4.406457901000977
chr19:40941826-42944794,ENSG00000076928,chr19:41892849-41893269,2.764580488204956
chr19:45115751-47125286,ENSG00000181027,chr19:46728003-46728613,2.7522194385528564
chr19:45115751-47125286,ENSG00000104881,chr19:45419202-45420322,2.8335776329040527
chr19:38625811-40637538,ENSG00000128626,chr19:38911080-38911560,7.115752696990967
chr19:38625811-40637538,ENSG00000104835,chr19:38921670-38922000,3.461466073989868
chr19:38625811-40637538,ENSG00000006659,chr19:39704540-39705700,0.29882723093032837
chr19:38625811-40637538,ENSG00000104825,chr19:38911080-38911560,4.268211841583252
chr19:40941826-42944794,ENSG00000105427,chr19:42402078-42402598,5.103525638580322
chr19:38625811-40637538,ENSG00000130755,chr19:39335310-39335430,4.194705963134766
chr19:51813057-58617616,ENSG00000105048,chr19:55145562-55146432,2.855729579925537
chr19:38625811-40637538,ENSG00000262484,chr19:38911080-38911560,0.5335671901702881
chr19:45115751-47125286,ENSG00000213889,chr19:45485792-45486052,3.6387805938720703
chr19:40941826-42944794,ENSG00000105369,chr19:41860850-41861111,0.6667845249176025
chr19:45115751-47125286,ENSG00000105281,chr19:46784143-46784513,2.1197926998138428
chr19:45115751-47125286,ENSG00000117877,chr19:45419202-45420322,2.883667230606079
chr19:51813057-58617616,ENSG00000167646,chr19:55178372-55178962,5.155689716339111
chr19:38625811-40637538,ENSG00000104823,chr19:38831170-38831300,0.4714376926422119
chr19:40941826-42944794,ENSG00000077348,chr19:41377325-41378275,6.470829010009766
chr19:40941826-42944794,ENSG00000007129,chr19:41535598-41535708,5.507897853851318
chr19:40941826-42944794,ENSG00000142039,chr19:41302955-41303965,1.6423959732055664
chr19:38625811-40637538,ENSG00000006712,chr19:39406930-39407740,4.986225128173828
chr19:40941826-42944794,ENSG00000105372,chr19:41877380-41878200,0.6667845249176025
chr19:45115751-47125286,ENSG00000105287,chr19:46722953-46723113,3.887134075164795
chr19:38625811-40637538,ENSG00000179134,chr19:39329630-39329780,1.7535814046859741
chr19:38625811-40637538,ENSG00000262484,chr19:38922080-38922230,4.453881740570068
chr19:40941826-42944794,ENSG00000105369,chr19:41871412-41872112,1.1430972814559937
chr19:38625811-40637538,ENSG00000128016,chr19:39400560-39401840,5.211277961730957
chr19:38625811-40637538,ENSG00000006712,chr19:39400560-39401840,2.8530571460723877
chr19:51813057-58617616,ENSG00000129991,chr19:55145562-55146432,2.362224817276001
chr19:45115751-47125286,ENSG00000125753,chr19:45523872-45524092,1.0707682371139526
chr19:38625811-40637538,ENSG00000104835,chr19:38911080-38911560,7.115752696990967
chr19:38625811-40637538,ENSG00000262484,chr19:38921670-38922000,4.453881740570068
chr19:40941826-42944794,ENSG00000105369,chr19:41860290-41860770,0.6667845249176025
chr19:40941826-42944794,ENSG00000105372,chr19:41871412-41872112,0.9915285706520081
chr19:38625811-40637538,ENSG00000006659,chr19:39706010-39706590,0.5800045728683472
chr19:38625811-40637538,ENSG00000128626,chr19:38911850-38912090,6.92683219909668
chr19:40941826-42944794,ENSG00000167625,chr19:42199828-42201988,7.24259090423584
chr19:45115751-47125286,ENSG00000105287,chr19:46728003-46728613,1.373767375946045
chr19:45115751-47125286,ENSG00000125753,chr19:45523692-45523832,1.0707682371139526
chr19:38625811-40637538,ENSG00000104835,chr19:38922080-38922230,3.461466073989868
chr19:38625811-40637538,ENSG00000090924,chr19:39400560-39401840,2.2845146656036377
chr19:38625811-40637538,ENSG00000197782,chr19:40089413-40090163,0.269608736038208
chr19:38625811-40637538,ENSG00000128626,chr19:38922080-38922230,3.461466073989868
chr19:38625811-40637538,ENSG00000128011,chr19:39335530-39335970,5.176583290100098
chr19:38625811-40637538,ENSG00000161243,chr19:39031120-39031200,0.8782402276992798
chr19:45115751-47125286,ENSG00000090372,chr19:46728003-46728613,2.1864447593688965
chr19:38625811-40637538,ENSG00000130755,chr19:39329630-39329780,1.7535814046859741
chr19:45115751-47125286,ENSG00000125740,chr19:45485792-45486052,1.1551569700241089
chr19:38625811-40637538,ENSG00000090932,chr19:39480960-39481880,5.160731315612793
chr19:40941826-42944794,ENSG00000105369,chr19:41893299-41894197,2.575268030166626
chr19:40941826-42944794,ENSG00000028277,chr19:42199828-42201988,2.628549575805664
chr19:51813057-58617616,ENSG00000160469,chr19:55301662-55302132,3.389219045639038
chr19:38625811-40637538,ENSG00000104823,chr19:38831520-38831720,0.4714376926422119
chr19:38625811-40637538,ENSG00000068903,chr19:38911850-38912090,4.516181468963623
chr19:45115751-47125286,ENSG00000105287,chr19:46723283-46724803,3.5517771244049072
chr19:38625811-40637538,ENSG00000063322,chr19:39400560-39401840,2.8530571460723877
chr19:45115751-47125286,ENSG00000185800,chr19:45790652-45790902,1.5875799655914307
chr19:38625811-40637538,ENSG00000104835,chr19:38920150-38921390,3.871575117111206
chr19:38625811-40637538,ENSG00000179134,chr19:39335310-39335430,4.194705963134766
chr19:38625811-40637538,ENSG00000187187,chr19:39997913-39998243,3.765294075012207
chr19:38625811-40637538,ENSG00000130755,chr19:39335530-39335970,4.997372150421143
chr19:38625811-40637538,ENSG00000187187,chr19:39971243-39972143,2.991286277770996
chr19:45115751-47125286,ENSG00000012061,chr19:45485792-45486052,0.3541235327720642
chr19:38625811-40637538,ENSG00000104824,chr19:38869700-38869940,5.9972124099731445
chr19:51813057-58617616,ENSG00000083807,chr19:58499693-58500333,3.4809470176696777
chr19:38625811-40637538,ENSG00000090006,chr19:40606304-40606394,3.5068345069885254
chr19:38625811-40637538,ENSG00000171747,chr19:38831520-38831720,6.549033164978027
chr19:38625811-40637538,ENSG00000187994,chr19:38869700-38869940,2.4065499305725098
chr19:45115751-47125286,ENSG00000188425,chr19:45901822-45902562,3.901216983795166
chr19:45115751-47125286,ENSG00000125744,chr19:45485792-45486052,2.0114755630493164
chr19:38625811-40637538,ENSG00000197782,chr19:40090233-40090793,0.269608736038208
chr19:40941826-42944794,ENSG00000123810,chr19:41377325-41378275,5.385048866271973
chr19:38625811-40637538,ENSG00000179134,chr19:39335530-39335970,4.997372150421143
chr19:38625811-40637538,ENSG00000090006,chr19:40609664-40609744,4.178432464599609
chr19:51813057-58617616,ENSG00000167562,chr19:52543347-52543807,0.23138463497161865
chr19:45115751-47125286,ENSG00000130749,chr19:47094083-47094383,6.336690902709961
chr19:38625811-40637538,ENSG00000128011,chr19:39329630-39329780,2.1254193782806396
chr19:40941826-42944794,ENSG00000076928,chr19:41877380-41878200,1.9006184339523315
chr19:38625811-40637538,ENSG00000068903,chr19:38911080-38911560,4.268211841583252
chr19:38625811-40637538,ENSG00000063322,chr19:39406930-39407740,4.986225128173828
chr19:38625811-40637538,ENSG00000104824,chr19:38844100-38845640,3.319591999053955
chr19:40941826-42944794,ENSG00000105369,chr19:41892849-41893269,2.102428436279297
chr19:40941826-42944794,ENSG00000142039,chr19:41301705-41302655,1.8415967226028442
chr19:38625811-40637538,ENSG00000090924,chr19:39406930-39407740,4.8111677169799805
chr19:51813057-58617616,ENSG00000129990,chr19:55178372-55178962,0.47440898418426514
chr19:38625811-40637538,ENSG00000104835,chr19:38911850-38912090,6.92683219909668
chr1:146145808-151891713,ENSG00000118292,chr1:150263881-150264590,2.465184450149536
chr1:146145808-151891713,ENSG00000184270,chr1:149899677-149900007,4.313042163848877
chr1:146145808-151891713,ENSG00000159208,chr1:150263881-150264590,4.940966606140137
chr1:116104-4081494,ENSG00000205116,chr1:1407020-1407130,5.31381368637085
chr1:146145808-151891713,ENSG00000159208,chr1:150263421-150263651,4.940966606140137
chr1:116104-4081494,ENSG00000248333,chr1:1638588-1640269,5.6088175773620605
chr1:116104-4081494,ENSG00000248333,chr1:1675591-1676061,3.420431613922119
chr1:146145808-151891713,ENSG00000118298,chr1:150263421-150263651,5.3615403175354
chr1:146145808-151891713,ENSG00000163157,chr1:151184494-151185504,3.9934046268463135
chr1:146145808-151891713,ENSG00000163155,chr1:151184494-151185504,4.7650251388549805
chr1:116104-4081494,ENSG00000205116,chr1:1405890-1406900,5.474311351776123
chr1:146145808-151891713,ENSG00000117362,chr1:150263421-150263651,3.140915632247925
chr1:146145808-151891713,ENSG00000159208,chr1:150263671-150263791,4.940966606140137
chr1:146145808-151891713,ENSG00000117362,chr1:150263671-150263791,3.140915632247925
chr1:146145808-151891713,ENSG00000118298,chr1:150263671-150263791,5.3615403175354
chr1:146145808-151891713,ENSG00000118292,chr1:150263671-150263791,2.465184450149536
chr1:146145808-151891713,ENSG00000163159,chr1:151184494-151185504,4.9028849601745605
