region_id,gene_id,enh_id,avg_dist
chr11:124504554-127402828,ENSG00000149554,chr11:125626835-125627605,2.4109385013580322
chr11:124504554-127402828,ENSG00000149564,chr11:124747204-124747464,1.8270487785339355
chr11:124504554-127402828,ENSG00000149564,chr11:124748764-124749704,4.109686374664307
chr11:124504554-127402828,ENSG00000154133,chr11:124891564-124891664,4.936324596405029
chr11:124504554-127402828,ENSG00000154133,chr11:124894374-124895074,2.966722011566162
chr11:124504554-127402828,ENSG00000154133,chr11:124897264-124897724,0.6705374717712402
chr11:124504554-127402828,ENSG00000154134,chr11:124875684-124875944,0.5661969780921936
chr11:124504554-127402828,ENSG00000154146,chr11:124747204-124747464,2.391098737716675
chr11:124504554-127402828,ENSG00000154146,chr11:124747664-124748384,3.050140380859375
chr11:124504554-127402828,ENSG00000154146,chr11:124748534-124748634,3.050140380859375
chr11:124504554-127402828,ENSG00000154146,chr11:124748764-124749704,3.982492685317993
chr11:127812339-129813741,ENSG00000120457,chr11:128904615-128905545,1.8878222703933716
chr11:127812339-129813741,ENSG00000151702,chr11:128694275-128695905,2.6705987453460693
chr11:127812339-129813741,ENSG00000174370,chr11:128902715-128903365,2.0600430965423584
chr11:127812339-129813741,ENSG00000174370,chr11:128904615-128905545,0.5463903546333313
chr11:17882073-19889175,ENSG00000134333,chr11:18412463-18412703,3.7604565620422363
chr11:17882073-19889175,ENSG00000166796,chr11:18412463-18412703,0.23101940751075745
chr11:17882073-19889175,ENSG00000179057,chr11:18720283-18721533,3.3676116466522217
chr11:2217319-4222558,ENSG00000110628,chr11:2883920-2883990,4.388871192932129
chr11:2217319-4222558,ENSG00000110628,chr11:2884130-2884660,4.388871192932129
chr11:2217319-4222558,ENSG00000110628,chr11:2902370-2902580,1.252821683883667
chr11:2217319-4222558,ENSG00000110628,chr11:2902710-2903210,1.8599534034729004
chr11:2217319-4222558,ENSG00000129757,chr11:2883920-2883990,0.2926766276359558
chr11:2217319-4222558,ENSG00000129757,chr11:2884130-2884660,0.2926766276359558
chr11:2217319-4222558,ENSG00000129757,chr11:2902370-2902580,5.380492687225342
chr11:2217319-4222558,ENSG00000129757,chr11:2902710-2903210,5.875433921813965
chr11:2217319-4222558,ENSG00000254827,chr11:2883920-2883990,5.907756328582764
chr11:2217319-4222558,ENSG00000254827,chr11:2884130-2884660,5.907756328582764
chr11:2217319-4222558,ENSG00000254827,chr11:2902370-2902580,0.6110118627548218
chr11:42314472-44315709,ENSG00000110455,chr11:44066700-44067620,0.5455475449562073
chr11:42314472-44315709,ENSG00000187479,chr11:43920470-43920870,1.6531388759613037
chr11:47305544-50688076,ENSG00000030066,chr11:47847958-47848218,0.02341003343462944
chr11:47305544-50688076,ENSG00000109920,chr11:47765368-47767068,0.09531940519809723
chr11:47305544-50688076,ENSG00000123444,chr11:47586858-47587748,2.7530574798583984
chr11:47305544-50688076,ENSG00000165915,chr11:47408659-47410059,1.5140472650527954
chr11:47305544-50688076,ENSG00000165915,chr11:47413509-47413589,1.6041388511657715
chr11:47305544-50688076,ENSG00000165915,chr11:47413689-47414419,1.6041388511657715
chr11:47305544-50688076,ENSG00000165915,chr11:47414469-47414769,1.7395895719528198
chr11:47305544-50688076,ENSG00000165915,chr11:47415159-47415279,1.7395895719528198
chr11:47305544-50688076,ENSG00000165915,chr11:47416499-47418759,2.923255681991577
chr11:47305544-50688076,ENSG00000165916,chr11:47408659-47410059,6.69882345199585
chr11:47305544-50688076,ENSG00000165916,chr11:47413509-47413589,6.128340244293213
chr11:47305544-50688076,ENSG00000165916,chr11:47413689-47414419,6.128340244293213
chr11:47305544-50688076,ENSG00000165916,chr11:47414469-47414769,5.710042953491211
chr11:47305544-50688076,ENSG00000165916,chr11:47415159-47415279,5.710042953491211
chr11:47305544-50688076,ENSG00000165916,chr11:47416499-47418759,4.346812725067139
chr11:47305544-50688076,ENSG00000165923,chr11:47714748-47715168,0.04914692044258118
chr11:47305544-50688076,ENSG00000165923,chr11:47724168-47724458,0.3957372009754181
chr11:47305544-50688076,ENSG00000172247,chr11:47586858-47587748,3.0867178440093994
chr11:54379674-57673729,ENSG00000134802,chr11:57410127-57410907,4.988961219787598
chr11:54379674-57673729,ENSG00000134802,chr11:57425707-57425987,0.32840242981910706
chr11:54379674-57673729,ENSG00000134802,chr11:57426387-57426587,0.32840242981910706
chr11:54379674-57673729,ENSG00000134809,chr11:57514127-57514777,6.637174129486084
chr11:54379674-57673729,ENSG00000134809,chr11:57530237-57530657,0.5735021233558655
chr11:54379674-57673729,ENSG00000149115,chr11:57310556-57312526,4.751490592956543
chr11:54379674-57673729,ENSG00000149115,chr11:57317886-57319556,2.0984840393066406
chr11:54379674-57673729,ENSG00000149115,chr11:57320716-57321786,1.38187575340271
chr11:54379674-57673729,ENSG00000149136,chr11:57317886-57319556,6.1396870613098145
chr11:54379674-57673729,ENSG00000149136,chr11:57320716-57321786,5.6102800369262695
chr11:54379674-57673729,ENSG00000149150,chr11:57514127-57514777,0.9878280758857727
chr11:54379674-57673729,ENSG00000149150,chr11:57530237-57530657,5.917298793792725
chr11:54379674-57673729,ENSG00000214872,chr11:57530237-57530657,3.7792749404907227
chr11:54379674-57673729,ENSG00000254979,chr11:57410127-57410907,4.204168796539307
chr11:54379674-57673729,ENSG00000254979,chr11:57425707-57425987,0.6251689195632935
chr11:54379674-57673729,ENSG00000254979,chr11:57426387-57426587,0.6251689195632935
chr11:54379674-57673729,ENSG00000254979,chr11:57426657-57426877,0.952846348285675
chr11:57768358-59867844,ENSG00000242689,chr11:58616817-58617187,2.73311710357666
chr11:63186244-65192942,ENSG00000002330,chr11:64291568-64292938,3.3333117961883545
chr11:63186244-65192942,ENSG00000002330,chr11:64300428-64300528,6.568889617919922
chr11:63186244-65192942,ENSG00000068971,chr11:64925028-64925468,2.4179415702819824
chr11:63186244-65192942,ENSG00000068971,chr11:64935458-64935828,5.360179901123047
chr11:63186244-65192942,ENSG00000110011,chr11:64234898-64235448,2.3365440368652344
chr11:63186244-65192942,ENSG00000110011,chr11:64242218-64242378,5.159487247467041
chr11:63186244-65192942,ENSG00000110011,chr11:64242558-64243198,5.4686126708984375
chr11:63186244-65192942,ENSG00000110011,chr11:64243308-64243448,5.786248207092285
chr11:63186244-65192942,ENSG00000110011,chr11:64243488-64243838,5.786248207092285
chr11:63186244-65192942,ENSG00000110011,chr11:64243868-64243958,5.786248207092285
chr11:63186244-65192942,ENSG00000110011,chr11:64244958-64245198,6.117084503173828
chr11:63186244-65192942,ENSG00000110011,chr11:64245288-64246408,6.458434581756592
chr11:63186244-65192942,ENSG00000110025,chr11:65046528-65047468,6.025895595550537
chr11:63186244-65192942,ENSG00000110046,chr11:64925028-64925468,2.7721548080444336
chr11:63186244-65192942,ENSG00000110046,chr11:64935458-64935828,5.664482593536377
chr11:63186244-65192942,ENSG00000126432,chr11:64300428-64300528,1.2559781074523926
chr11:63186244-65192942,ENSG00000126432,chr11:64306448-64307158,2.957595109939575
chr11:63186244-65192942,ENSG00000133895,chr11:64802488-64802558,3.149190902709961
chr11:63186244-65192942,ENSG00000133895,chr11:64802658-64802878,3.149190902709961
chr11:63186244-65192942,ENSG00000133895,chr11:64802948-64803048,3.149190902709961
chr11:63186244-65192942,ENSG00000133895,chr11:64810128-64810258,0.45263099670410156
chr11:63186244-65192942,ENSG00000149743,chr11:64206818-64207348,7.537952899932861
chr11:63186244-65192942,ENSG00000149743,chr11:64234898-64235448,3.6086363792419434
chr11:63186244-65192942,ENSG00000149743,chr11:64242218-64242378,5.699026584625244
chr11:63186244-65192942,ENSG00000149743,chr11:64242558-64243198,5.938587665557861
chr11:63186244-65192942,ENSG00000149743,chr11:64243308-64243448,6.181024074554443
chr11:63186244-65192942,ENSG00000149743,chr11:64243488-64243838,6.181024074554443
chr11:63186244-65192942,ENSG00000149743,chr11:64243868-64243958,6.181024074554443
chr11:63186244-65192942,ENSG00000149743,chr11:64244958-64245198,6.433589458465576
chr11:63186244-65192942,ENSG00000149743,chr11:64245288-64246408,6.696836948394775
chr11:63186244-65192942,ENSG00000149761,chr11:64206818-64207348,7.537952899932861
chr11:63186244-65192942,ENSG00000149761,chr11:64234898-64235448,3.6086363792419434
chr11:63186244-65192942,ENSG00000149761,chr11:64242218-64242378,5.699026584625244
chr11:63186244-65192942,ENSG00000149761,chr11:64242558-64243198,5.938587665557861
chr11:63186244-65192942,ENSG00000149761,chr11:64243308-64243448,6.181024074554443
chr11:63186244-65192942,ENSG00000149761,chr11:64243488-64243838,6.181024074554443
chr11:63186244-65192942,ENSG00000149761,chr11:64243868-64243958,6.181024074554443
chr11:63186244-65192942,ENSG00000149761,chr11:64244958-64245198,6.433589458465576
chr11:63186244-65192942,ENSG00000149761,chr11:64245288-64246408,6.696836948394775
chr11:63186244-65192942,ENSG00000149782,chr11:64234898-64235448,7.618739128112793
chr11:63186244-65192942,ENSG00000149782,chr11:64242218-64242378,5.08914852142334
chr11:63186244-65192942,ENSG00000149782,chr11:64242558-64243198,4.736230373382568
chr11:63186244-65192942,ENSG00000149782,chr11:64243308-64243448,4.342655658721924
chr11:63186244-65192942,ENSG00000149782,chr11:64243488-64243838,4.342655658721924
chr11:63186244-65192942,ENSG00000149782,chr11:64243868-64243958,4.342655658721924
chr11:63186244-65192942,ENSG00000149782,chr11:64244958-64245198,3.925330877304077
chr11:63186244-65192942,ENSG00000149782,chr11:64245288-64246408,3.5058910846710205
chr11:63186244-65192942,ENSG00000149782,chr11:64262808-64263488,5.254213809967041
chr11:63186244-65192942,ENSG00000149792,chr11:65113418-65113488,3.0530593395233154
chr11:63186244-65192942,ENSG00000149806,chr11:65113418-65113488,3.0530593395233154
chr11:63186244-65192942,ENSG00000149809,chr11:65113418-65113488,3.2666196823120117
chr11:63186244-65192942,ENSG00000162302,chr11:64359288-64359368,0.2889050245285034
chr11:63186244-65192942,ENSG00000162302,chr11:64359448-64360158,0.2889050245285034
chr11:63186244-65192942,ENSG00000167770,chr11:63986518-63988328,0.9770651459693909
chr11:63186244-65192942,ENSG00000167770,chr11:63999038-63999328,5.597413539886475
chr11:63186244-65192942,ENSG00000167770,chr11:63999408-63999528,5.916013717651367
chr11:63186244-65192942,ENSG00000167770,chr11:63999558-63999638,5.916013717651367
chr11:63186244-65192942,ENSG00000167770,chr11:63999768-64000218,5.916013717651367
chr11:63186244-65192942,ENSG00000167771,chr11:63915258-63915548,0.6047123074531555
chr11:63186244-65192942,ENSG00000167771,chr11:63915608-63916328,0.6047123074531555
chr11:63186244-65192942,ENSG00000168060,chr11:65046528-65047468,3.9204976558685303
chr11:63186244-65192942,ENSG00000168060,chr11:65047568-65047638,3.648477077484131
chr11:63186244-65192942,ENSG00000168060,chr11:65047738-65047978,3.648477077484131
chr11:63186244-65192942,ENSG00000168060,chr11:65048048-65048148,3.648477077484131
chr11:63186244-65192942,ENSG00000168061,chr11:65046528-65047468,1.841729998588562
chr11:63186244-65192942,ENSG00000168061,chr11:65047568-65047638,2.1168460845947266
chr11:63186244-65192942,ENSG00000168061,chr11:65047738-65047978,2.1168460845947266
chr11:63186244-65192942,ENSG00000168061,chr11:65048048-65048148,2.1168460845947266
chr11:63186244-65192942,ENSG00000168066,chr11:64776628-64777498,1.2180215120315552
chr11:63186244-65192942,ENSG00000168067,chr11:64810128-64810258,2.763639211654663
chr11:63186244-65192942,ENSG00000168071,chr11:64359288-64359368,2.823176383972168
chr11:63186244-65192942,ENSG00000168071,chr11:64359448-64360158,2.823176383972168
chr11:63186244-65192942,ENSG00000171219,chr11:64854858-64855318,4.507059097290039
chr11:63186244-65192942,ENSG00000173113,chr11:64300428-64300528,1.2559781074523926
chr11:63186244-65192942,ENSG00000173113,chr11:64306448-64307158,2.957595109939575
chr11:63186244-65192942,ENSG00000173153,chr11:64291568-64292938,4.593183517456055
chr11:63186244-65192942,ENSG00000173153,chr11:64300428-64300528,1.5071308612823486
chr11:63186244-65192942,ENSG00000173153,chr11:64306448-64307158,1.1375807523727417
chr11:63186244-65192942,ENSG00000173264,chr11:64262808-64263488,3.0222396850585938
chr11:63186244-65192942,ENSG00000173457,chr11:64234898-64235448,5.569584369659424
chr11:63186244-65192942,ENSG00000173457,chr11:64242218-64242378,2.403139114379883
chr11:63186244-65192942,ENSG00000173457,chr11:64242558-64243198,1.9950393438339233
chr11:63186244-65192942,ENSG00000173457,chr11:64243308-64243448,1.5352838039398193
chr11:63186244-65192942,ENSG00000173457,chr11:64243488-64243838,1.5352838039398193
chr11:63186244-65192942,ENSG00000173457,chr11:64243868-64243958,1.5352838039398193
chr11:63186244-65192942,ENSG00000173457,chr11:64244958-64245198,1.036827564239502
chr11:63186244-65192942,ENSG00000173457,chr11:64245288-64246408,0.5185524821281433
chr11:63186244-65192942,ENSG00000173457,chr11:64262808-64263488,4.928326606750488
chr11:63186244-65192942,ENSG00000173486,chr11:64234898-64235448,3.0525009632110596
chr11:63186244-65192942,ENSG00000173486,chr11:64242218-64242378,0.5128659009933472
chr11:63186244-65192942,ENSG00000173486,chr11:64242558-64243198,0.9274905323982239
chr11:63186244-65192942,ENSG00000173486,chr11:64243308-64243448,1.381565809249878
chr11:63186244-65192942,ENSG00000173486,chr11:64243488-64243838,1.381565809249878
chr11:63186244-65192942,ENSG00000173486,chr11:64243868-64243958,1.381565809249878
chr11:63186244-65192942,ENSG00000173486,chr11:64244958-64245198,1.8692001104354858
chr11:63186244-65192942,ENSG00000173486,chr11:64245288-64246408,2.3750908374786377
chr11:63186244-65192942,ENSG00000173511,chr11:64242218-64242378,3.536452293395996
chr11:63186244-65192942,ENSG00000173511,chr11:64242558-64243198,3.9090943336486816
chr11:63186244-65192942,ENSG00000173511,chr11:64243308-64243448,4.301403999328613
chr11:63186244-65192942,ENSG00000173511,chr11:64243488-64243838,4.301403999328613
chr11:63186244-65192942,ENSG00000173511,chr11:64243868-64243958,4.301403999328613
chr11:63186244-65192942,ENSG00000173511,chr11:64244958-64245198,4.714509010314941
chr11:63186244-65192942,ENSG00000173511,chr11:64245288-64246408,5.141054153442383
chr11:63186244-65192942,ENSG00000174276,chr11:65113418-65113488,3.995112657546997
chr11:63186244-65192942,ENSG00000176340,chr11:63986518-63988328,4.927512168884277
chr11:63186244-65192942,ENSG00000182450,chr11:64291568-64292938,0.46999961137771606
chr11:63186244-65192942,ENSG00000182450,chr11:64300428-64300528,4.2984795570373535
chr11:63186244-65192942,ENSG00000182450,chr11:64306448-64307158,5.3053202629089355
chr11:63186244-65192942,ENSG00000219435,chr11:64291568-64292938,3.8834145069122314
chr11:63186244-65192942,ENSG00000219435,chr11:64306448-64307158,2.575869560241699
chr11:68432963-70435208,ENSG00000110092,chr11:69641512-69643022,0.40397727489471436
chr11:74540191-76544980,ENSG00000198382,chr11:75797335-75798225,4.9955830574035645
chr11:8672302-10681352,ENSG00000133800,chr11:10591613-10593483,5.625575065612793
chr11:8672302-10681352,ENSG00000133800,chr11:10604543-10606733,1.718102216720581
chr11:8672302-10681352,ENSG00000166452,chr11:8915953-8917283,0.9062036275863647
chr11:8672302-10681352,ENSG00000166452,chr11:8917373-8919333,1.6593621969223022
chr11:8672302-10681352,ENSG00000166483,chr11:9575373-9575883,0.5654566287994385
chr11:8672302-10681352,ENSG00000166483,chr11:9576093-9576223,0.8764261603355408
chr11:8672302-10681352,ENSG00000166483,chr11:9576663-9577133,1.210218071937561
chr11:8672302-10681352,ENSG00000175356,chr11:9150213-9150673,2.2825753688812256
chr11:8672302-10681352,ENSG00000175356,chr11:9150763-9152353,2.521115779876709
chr11:8672302-10681352,ENSG00000176029,chr11:8915953-8917283,7.3802971839904785
chr11:8672302-10681352,ENSG00000176029,chr11:8917373-8919333,6.625573635101318
chr11:92285999-96538575,ENSG00000149212,chr11:95230496-95230776,0.3563874363899231
chr12:110572960-112592995,ENSG00000089248,chr12:112018216-112019746,0.1931186318397522
chr12:110572960-112592995,ENSG00000122986,chr12:110688705-110689075,4.040862083435059
chr12:110572960-112592995,ENSG00000198270,chr12:112018216-112019746,0.1931186318397522
chr12:120641534-122651577,ENSG00000089094,chr12:121578945-121580015,0.7962085604667664
chr12:120641534-122651577,ENSG00000110801,chr12:121893614-121894734,3.034672260284424
chr12:120641534-122651577,ENSG00000122971,chr12:120725937-120727017,0.2281782031059265
chr12:120641534-122651577,ENSG00000139718,chr12:121793244-121793494,5.971029281616211
chr12:120641534-122651577,ENSG00000139718,chr12:121798694-121799734,5.251461982727051
chr12:120641534-122651577,ENSG00000139725,chr12:121793244-121793494,6.515600204467773
chr12:120641534-122651577,ENSG00000139725,chr12:121798694-121799734,5.82246208190918
chr12:120641534-122651577,ENSG00000158023,chr12:121931884-121934244,4.361981391906738
chr12:120641534-122651577,ENSG00000175970,chr12:120725937-120727017,4.031534194946289
chr12:120641534-122651577,ENSG00000176383,chr12:122203803-122204513,0.3143047094345093
chr12:120641534-122651577,ENSG00000256950,chr12:121893614-121894734,3.034672260284424
chr12:130275566-133275309,ENSG00000177169,chr12:131910805-131911935,5.000462532043457
chr12:130275566-133275309,ENSG00000177169,chr12:131912095-131913195,5.218383312225342
chr12:130275566-133275309,ENSG00000177192,chr12:131910805-131911935,5.488142013549805
chr12:130275566-133275309,ENSG00000177192,chr12:131912095-131913195,5.2567853927612305
chr12:26494948-28946612,ENSG00000087494,chr12:27969517-27969677,1.3367125988006592
chr12:51474161-53778885,ENSG00000012822,chr12:53725266-53727396,0.0
chr12:51474161-53778885,ENSG00000111077,chr12:53050256-53051846,2.9575488567352295
chr12:51474161-53778885,ENSG00000111077,chr12:53062696-53063086,0.7616561055183411
chr12:51474161-53778885,ENSG00000111077,chr12:53063416-53063556,0.7616561055183411
chr12:51474161-53778885,ENSG00000111077,chr12:53063586-53063736,0.7616561055183411
chr12:51474161-53778885,ENSG00000111077,chr12:53066486-53066566,2.288024663925171
chr12:51474161-53778885,ENSG00000123349,chr12:53289596-53290076,2.8431665897369385
chr12:51474161-53778885,ENSG00000123349,chr12:53290216-53290346,2.8431665897369385
chr12:51474161-53778885,ENSG00000123358,chr12:52010566-52010876,4.310952663421631
chr12:51474161-53778885,ENSG00000123395,chr12:52051566-52052486,5.326827526092529
chr12:51474161-53778885,ENSG00000123395,chr12:52056646-52057056,3.9743006229400635
chr12:51474161-53778885,ENSG00000123395,chr12:52070246-52070346,0.3009892404079437
chr12:51474161-53778885,ENSG00000123395,chr12:52073906-52074696,1.3199771642684937
chr12:51474161-53778885,ENSG00000135476,chr12:53268846-53269016,0.4300377666950226
chr12:51474161-53778885,ENSG00000139546,chr12:53481276-53481936,6.847202301025391
chr12:51474161-53778885,ENSG00000139546,chr12:53504816-53505126,1.8826063871383667
chr12:51474161-53778885,ENSG00000139546,chr12:53505266-53505646,1.8826063871383667
chr12:51474161-53778885,ENSG00000139574,chr12:53504816-53505126,0.8048772215843201
chr12:51474161-53778885,ENSG00000139574,chr12:53505266-53505646,0.8048772215843201
chr12:51474161-53778885,ENSG00000139625,chr12:53481276-53481936,6.618635177612305
chr12:51474161-53778885,ENSG00000139625,chr12:53504816-53505126,2.314169406890869
chr12:51474161-53778885,ENSG00000139625,chr12:53505266-53505646,2.314169406890869
chr12:51474161-53778885,ENSG00000139631,chr12:53173476-53173726,3.976137161254883
chr12:51474161-53778885,ENSG00000139637,chr12:53289596-53290076,4.838232040405273
chr12:51474161-53778885,ENSG00000139637,chr12:53290216-53290346,4.838232040405273
chr12:51474161-53778885,ENSG00000139651,chr12:53173476-53173726,3.5792250633239746
chr12:51474161-53778885,ENSG00000161835,chr12:52010566-52010876,2.7418246269226074
chr12:51474161-53778885,ENSG00000161835,chr12:52010936-52011036,3.4906504154205322
chr12:51474161-53778885,ENSG00000167778,chr12:53062696-53063086,6.342235565185547
chr12:51474161-53778885,ENSG00000167778,chr12:53063416-53063556,6.342235565185547
chr12:51474161-53778885,ENSG00000167778,chr12:53063586-53063736,6.342235565185547
chr12:51474161-53778885,ENSG00000167778,chr12:53066486-53066566,6.499343395233154
chr12:51474161-53778885,ENSG00000167778,chr12:53067706-53068146,5.55094051361084
chr12:51474161-53778885,ENSG00000167778,chr12:53077266-53079306,0.6291549205780029
chr12:51474161-53778885,ENSG00000167778,chr12:53098056-53098486,6.198749542236328
chr12:51474161-53778885,ENSG00000167779,chr12:53077266-53079306,5.711019992828369
chr12:51474161-53778885,ENSG00000167779,chr12:53098056-53098486,0.481698602437973
chr12:51474161-53778885,ENSG00000172819,chr12:53231236-53231966,0.8336207866668701
chr12:51474161-53778885,ENSG00000182544,chr12:53231236-53231966,7.0371174812316895
chr12:51474161-53778885,ENSG00000182544,chr12:53268376-53268746,7.052924156188965
chr12:51474161-53778885,ENSG00000182544,chr12:53268846-53269016,7.1085357666015625
chr12:51474161-53778885,ENSG00000185591,chr12:53380686-53381656,0.5854277610778809
chr12:51474161-53778885,ENSG00000197111,chr12:53441796-53442686,5.326626777648926
chr12:51474161-53778885,ENSG00000205352,chr12:53441796-53442686,0.4967186748981476
chr12:51474161-53778885,ENSG00000205426,chr12:52308256-52308396,6.412425518035889
chr12:6559925-14004290,ENSG00000010610,chr12:6777924-6778234,3.551522731781006
chr12:6559925-14004290,ENSG00000010626,chr12:6869186-6869256,1.7180798053741455
chr12:6559925-14004290,ENSG00000010626,chr12:6869776-6870046,3.4380645751953125
chr12:6559925-14004290,ENSG00000010626,chr12:6871316-6872236,2.311215877532959
chr12:6559925-14004290,ENSG00000010626,chr12:6872996-6873206,0.7632354497909546
chr12:6559925-14004290,ENSG00000059804,chr12:7933904-7936014,0.4088610112667084
chr12:6559925-14004290,ENSG00000060138,chr12:10715781-10718081,2.4253244400024414
chr12:6559925-14004290,ENSG00000060138,chr12:10718121-10719071,1.6172735691070557
chr12:6559925-14004290,ENSG00000089692,chr12:6777924-6778234,4.610427379608154
chr12:6559925-14004290,ENSG00000089693,chr12:6777924-6778234,1.2348077297210693
chr12:6559925-14004290,ENSG00000110811,chr12:6821904-6823374,3.875070810317993
chr12:6559925-14004290,ENSG00000110811,chr12:6828936-6829856,1.300041675567627
chr12:6559925-14004290,ENSG00000110811,chr12:6830016-6830346,1.300041675567627
chr12:6559925-14004290,ENSG00000111644,chr12:6647014-6647314,0.34596970677375793
chr12:6559925-14004290,ENSG00000111653,chr12:6647014-6647314,5.034883499145508
chr12:6559925-14004290,ENSG00000111664,chr12:6821904-6823374,2.2019753456115723
chr12:6559925-14004290,ENSG00000111664,chr12:6828936-6829856,4.9475016593933105
chr12:6559925-14004290,ENSG00000111664,chr12:6830016-6830346,4.9475016593933105
chr12:6559925-14004290,ENSG00000111665,chr12:6869186-6869256,7.064974784851074
chr12:6559925-14004290,ENSG00000111665,chr12:6869776-6870046,7.5737481117248535
chr12:6559925-14004290,ENSG00000111667,chr12:6869186-6869256,7.20095157623291
chr12:6559925-14004290,ENSG00000111667,chr12:6869776-6870046,7.67425537109375
chr12:6559925-14004290,ENSG00000111667,chr12:6871316-6872236,7.284023284912109
chr12:6559925-14004290,ENSG00000111669,chr12:6869186-6869256,2.1120574474334717
